Type,Label
TQSQ,Prev_DIA
TQSQ,Real_DIA
TQSQ,Prev_SEM
TQSQ,Real_SEM
TQSQ,Prev_MES
TQSQ,Real_MES
TQSQ,SQL_METRICAS
TQSQ,UPD_MSEL_ATWRT
TQSQ,SQL_MATERIAL
TQSQ,SQL_CRIDs
TQSQ,REPLICATE_ALCOOL_VALUES
TQSQ,SQL_CHARA_EN
TQSQ,MATERIAL
TQSQ,UNIDADE
TQSQ,SQL_MSEL
TQSQ,INS_MSHD
TQSQ,SQL_MSHD_MSID
TQSQ,INS_MSEL
TQSQ,UPD_MSHD
TQSQ,SELEC_MSHD_1
TQSQ,METAS
TQSQ,VERIF_TIPO_EXIST
TQSQ,Prev_ACM
TQSQ,Real_ACM
TQSQ,DADOS_SAFRA_ANT
TQSQ,INSERT_DATA
TQSQ,GET_DATE_START_SAFRA
TQSQ,VERIF
TQSQ,SQL_HR_PARADAS
TQSQ,SQL_PROD_ALC
TQSQ,SQL_PROD_ALC_2
TQSQ,SQL_PROD_ALC_3
TQSQ,ATUALIZA_LOTE_ALCOOL_CALDO
TQSQ,SELEC_CRHE
TQSQ,SELEC_CRFT
TQSQ,SELEC_CRFV
TQSQ,UPDAT_CODIG_RECEI
TQSQ,Verify_MSID
TQSQ,SELECT_MSHD
TQSQ,SQL_NR_ORDEM
TQSQ,MSHD
TQSQ,UPDATE_2
TQSQ,SAP_MSID
TQSQ,UPDATE_3
TQSQ,SQL_CRHE
TQSQ,SQL_CRFV
TQSQ,SQL_CHAR_DEC
TQSQ,UPD_CRHE
TQSQ,UPD_CRFV
TQSQ,INSTRUCTIONS
TQSQ,CHARACTERISTICS
TQSQ,UPDAT_MSEL
TQSQ,UPDAT_MSHD
TQSQ,UpsertDadosLIMSCommand
TQSQ,UpsertCodigoCommand
TQSQ,Areas
TQSQ,DeleteFeatures
TQSQ,Features
TQSQ,SequenceID
TQSQ,SqlCommand
TQSQ,VALORES
TQSQ,VALORES3
TQSQ,VALORES2
TQSQ,SQL2
TQSQ,IndicadoresVolumesSelectQuery
TQSQ,Safras
TQSQ,PSFormulaPlanoSafra
TQSQ,SqlConfigCommand
TQSQ,CurrentValueMedidorLaboratorioT1
TQSQ,CurrentValueMedicaoMedidor
TQSQ,GetResumoAjustesMedicaoMedidor
TQSQ,CurrentFatorConversaoMedidor
TQSQ,Query_DbMES
TQSQ,Query_MetricasFonteCalculo
TQSQ,Query_MetricaExpressionIDtoName
TQSQ,IllumSQLQuery
