Type,FullName,Label
TQXC,/SaoMartinho/SaoMartinho/CEI/Queries/GraficoHistoricoXacuteQuery,GraficoHistoricoXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/ExcelExportXacuteQuery,ExcelExportXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseGraficoXacuteQuery,AnaliseGraficoXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/Qualidade/AL/Queries/AnaliseRelatoriosXacuteQuery,AnaliseRelatoriosXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/Qualidade/Ponderacao/Queries/PonderacaoXacuteQuery,PonderacaoXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/Qualidade/ED/Queries/EDQualSubCategoriaXacuteQuery,EDQualSubCategoriaXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/Qualidade/ED/Queries/EDInsertXacuteQuery,EDInsertXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/Qualidade/ED/Queries/RetornaData,RetornaData
TQXC,/SaoMartinho/SaoMartinho/Qualidade/ED/Queries/EDQualCategoriaXacuteQuery,EDQualCategoriaXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/Qualidade/PI/Queries/GetTagCheckXct,GetTagCheckXct
TQXC,/SaoMartinho/SaoMartinho/Qualidade/PN/Queries/PainelMetasXacuteQuery,PainelMetasXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/Qualidade/REL/Transaction/TrxAnalisesXct,TrxAnalisesXct
TQXC,/SaoMartinho/SaoMartinho/Qualidade/CE/Queries/FormulaXacuteQuery,FormulaXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/INS/Query/XctInsumosGrafico,XctInsumosGrafico
TQXC,/SaoMartinho/SaoMartinho/VP/Queries/IndicadorXacuteQuery,IndicadorXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/REL/Queries/XacuteRelatorioExterno,XacuteRelatorioExterno
TQXC,/SaoMartinho/SaoMartinho/REL/Queries/XacuteRelatorioIndustrial,XacuteRelatorioIndustrial
TQXC,/SaoMartinho/SaoMartinho/REL/Queries/RELBartARTXct,RELBartARTXct
TQXC,/SaoMartinho/SaoMartinho/PTI/Queries/Xct_Chart_Relacao,Xct_Chart_Relacao
TQXC,/SaoMartinho/SaoMartinho/PTI/Queries/XCT_GRID_GAUGES,XCT_GRID_GAUGES
TQXC,/SaoMartinho/SaoMartinho/PTI/Queries/Xct_Chart,Xct_Chart
TQXC,/SaoMartinho/SaoMartinho/EF/Query/RelatorioXacuteQuery,RelatorioXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/Parada_Agricola/Queries/painelMaquinasParadasXacute,painelMaquinasParadasXacute
