Type,FullName,Label
TRX,SaoMartinho/global/Transactions/PlanoGrupoRelatorioTransaction,PlanoGrupoRelatorioTransaction
TRX,SaoMartinho/global/Transactions/trxChartPeriodSafra,trxChartPeriodSafra
TRX,SaoMartinho/global/Transactions/PlanoRelatorioTransaction_BKP,PlanoRelatorioTransaction_BKP
TRX,SaoMartinho/global/Transactions/TMP_PREVI_REAL,TMP_PREVI_REAL
TRX,SaoMartinho/global/Transactions/PlanoGrupoGraficoHistoricoTransaction,PlanoGrupoGraficoHistoricoTransaction
TRX,SaoMartinho/global/Transactions/Material,Material
TRX,SaoMartinho/global/Transactions/AtualizaVersaoSafraAtual,AtualizaVersaoSafraAtual
TRX,SaoMartinho/global/Transactions/TickerAcumuladoTransaction,TickerAcumuladoTransaction
TRX,SaoMartinho/global/Transactions/PlanoFormulaTransaction,PlanoFormulaTransaction
TRX,SaoMartinho/global/Transactions/SafraInfoTransaction,SafraInfoTransaction
TRX,SaoMartinho/global/Transactions/Deposito,Deposito
TRX,SaoMartinho/OSIsoft_PI/MII-PI_Interface,MII-PI_Interface
TRX,PAINEL/Transaction/TrxSaveInfo,TrxSaveInfo
TRX,PAINEL/Transaction/TrxIndicadoresGrid,TrxIndicadoresGrid
TRX,PAINEL/Transaction/TrxGeraInformacoesGrafico,TrxGeraInformacoesGrafico
TRX,PAINEL/Transaction/TrxConfigIndicadores,TrxConfigIndicadores
TRX,PAINEL/Transaction/TrxMsgAvisos,TrxMsgAvisos
TRX,PAINEL/Transaction/TrxAvisos,TrxAvisos
TRX,PAINEL/Transaction/ProducaoOnLine,ProducaoOnLine
TRX,PAINEL/Transaction/TrxConfigGrupos,TrxConfigGrupos
TRX,PAINEL/Transaction/TrxGeraGraficos,TrxGeraGraficos
TRX,PAINEL/Transaction/TrxIndicadoresDestaque,TrxIndicadoresDestaque
TRX,METC/AP/GetListaCausaEfeitoMetrica,GetListaCausaEfeitoMetrica
TRX,METC/AP/GetValorMetricaNaData,GetValorMetricaNaData
TRX,METC/AP/GetDadosVariavelData,GetDadosVariavelData
TRX,METC/AP/LogExec_LimpaLog,LogExec_LimpaLog
TRX,METC/AP/GetValorMedidorNaData,GetValorMedidorNaData
TRX,METC/AP/GetRecordSetFonte,GetRecordSetFonte
TRX,METC/AP/EngineCalculationManagementScreen,EngineCalculationManagementScreen
TRX,METC/AP/Sendmail,Sendmail
TRX,METC/AP/EngineNova_1,EngineNova_1
TRX,METC/AP/EngineLogTXT,EngineLogTXT
TRX,METC/AP/EngineCalculation,EngineCalculation
TRX,METC/AP/GetListaCausaEfeitoMetrica_BKP,GetListaCausaEfeitoMetrica_BKP
TRX,METC/AP/GetListaMetricasExistenciaCurrentValue,GetListaMetricasExistenciaCurrentValue
TRX,METC/AP/EngineCalculoDependecias,EngineCalculoDependecias
TRX,METC/AP/EngineGranulometryPE,EngineGranulometryPE
TRX,METC/AP/GetListaDependenciasMetricaCurrentValue,GetListaDependenciasMetricaCurrentValue
TRX,METC/AP/EngineMetricasDependentes,EngineMetricasDependentes
TRX,METC/AP/queryViewTransaction,queryViewTransaction
TRX,METC/AP/GetRecordSetFontePE,GetRecordSetFontePE
TRX,METC/AP/DATASET_MES/Trx_Horas_ParadaMoenda,Trx_Horas_ParadaMoenda
TRX,METC/AP/DATASET_MES/Trx_Lab_PesoTagPI_Totalizacao,Trx_Lab_PesoTagPI_Totalizacao
TRX,METC/AP/DATASET_MES/Trx_PonderacaoLabMoagem,Trx_PonderacaoLabMoagem
TRX,METC/AP/EngineQueryColumns,EngineQueryColumns
TRX,METC/AP/EngineCalculoAgendadasNova,EngineCalculoAgendadasNova
TRX,METC/AP/EngineGranulometry,EngineGranulometry
TRX,METC/AP/DATASET_MES/Trx_Lab_PesoTagPI_Geral,Trx_Lab_PesoTagPI_Geral
TRX,METC/AP/GetListaCausaEfeitoMetrica_Teste,GetListaCausaEfeitoMetrica_Teste
TRX,METC/AP/EngineCalculationPE,EngineCalculationPE
TRX,METC/AP/EngineNova_1PE,EngineNova_1PE
TRX,METC/AP/ValIndicadorActions,ValIndicadorActions
TRX,METC/AP/poderacaoCadastro,poderacaoCadastro
TRX,METC/Agendamento/manualTransactionUserActivate,manualTransactionUserActivate
TRX,METC/Agendamento/manualTransaction_de,manualTransaction_de
TRX,METC/Agendamento/manualTransactionCkProd,manualTransactionCkProd
TRX,METC/Agendamento/manualTransaction_agenda,manualTransaction_agenda
TRX,METC/Agendamento/manualTransaction_agendaPE,manualTransaction_agendaPE
TRX,METC/Agendamento/manualTransaction,manualTransaction
TRX,METC/Config/Transaction/DshMrc,DshMrc
TRX,METC/Global/Transaction/AtualizaHorasHorarioVerao,AtualizaHorasHorarioVerao
TRX,GetListOfUploadedContent,GetListOfUploadedContent
TRX,DeleteUploadedContent,DeleteUploadedContent
TRX,InitiallyConfigureAssetVisibility,InitiallyConfigureAssetVisibility
TRX,UpdateReportName,UpdateReportName
TRX,DeleteReport,DeleteReport
TRX,ReportLayoutDefinition,ReportLayoutDefinition
TRX,MultiTagCurrentDataCombiner,MultiTagCurrentDataCombiner
TRX,UBV_COI/importacao/publich_file,publich_file
TRX,TrxMoagem,TrxMoagem
TRX,TrxMoagemUsinas,TrxMoagemUsinas
TRX,TrxGeraCOI,TrxGeraCOI
TRX,trxSafraPercentPE,trxSafraPercentPE
TRX,SafraInfoTransaction,SafraInfoTransaction
TRX,PlanoRelatorioPETransaction,PlanoRelatorioPETransaction
TRX,ComboTransaction,ComboTransaction
TRX,PlanoGraficoHistoricoPETransaction,PlanoGraficoHistoricoPETransaction
TRX,SafraCommand,SafraCommand
TRX,GridTransaction,GridTransaction
TRX,GridTransactionMobile,GridTransactionMobile
TRX,ChartTransaction,ChartTransaction
TRX,PlanoRelatorioTransaction,PlanoRelatorioTransaction
TRX,Ger_CrtlRecipe,Ger_CrtlRecipe
TRX,Ger_Update_MSEL_MSHD,Ger_Update_MSEL_MSHD
TRX,IntSAP_CrtlRecipe_Send_Sync,IntSAP_CrtlRecipe_Send_Sync
TRX,Ger_Movimentos_Details,Ger_Movimentos_Details
TRX,Get_Instructions,Get_Instructions
TRX,Ger_Movimentos_Status,Ger_Movimentos_Status
TRX,IntSAP_Prev_Acum_TXT,IntSAP_Prev_Acum_TXT
TRX,IntSAP_CrtlRecipe_Send,IntSAP_CrtlRecipe_Send
TRX,MonitorIntGetXML,MonitorIntGetXML
TRX,Grid_Insumos_Previsto,Grid_Insumos_Previsto
TRX,IntSAP_Qtd_Lote,IntSAP_Qtd_Lote
TRX,Ins_Upd_Insumos_Previsto,Ins_Upd_Insumos_Previsto
TRX,Ger_Add_Qtd_Lote,Ger_Add_Qtd_Lote
TRX,CancelCrtlRecipe,CancelCrtlRecipe
TRX,IntSAP_Insumos_Manual,IntSAP_Insumos_Manual
TRX,IntSAP_SistAgricola_IDOC_Receiver,IntSAP_SistAgricola_IDOC_Receiver
TRX,Import_Insumos_Previsto_SafraAnt,Import_Insumos_Previsto_SafraAnt
TRX,MonitorIntReadMessage,MonitorIntReadMessage
TRX,Ger_Features,Ger_Features
TRX,IntSAP_Prev_Real_TXT,IntSAP_Prev_Real_TXT
TRX,MonitorIntReadInterfaceList,MonitorIntReadInterfaceList
TRX,materiaInsumoGetMetrica,materiaInsumoGetMetrica
TRX,safraPrevistoGetData,safraPrevistoGetData
TRX,UploadPrevisto,UploadPrevisto
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Delete_TXT,IntSAP_Prev_Delete_TXT
TRX,SaoMartinho/SAP/Transactions/Get_Value_PI_Metric,Get_Value_PI_Metric
TRX,IndicadoresGraficoTransaction,IndicadoresGraficoTransaction
TRX,XML_INDICADORES_AGRICOLAS,XML_INDICADORES_AGRICOLAS
TRX,XML_CHART_AGRICOLA,XML_CHART_AGRICOLA
TRX,HistoricoTransaction,HistoricoTransaction
TRX,GraficoProjecaoTransaction,GraficoProjecaoTransaction
TRX,RelatorioTransaction,RelatorioTransaction
TRX,GraficoHistoricoTransaction,GraficoHistoricoTransaction
TRX,ExcelExport,ExcelExport
TRX,AnaliseGraficoTransaction,AnaliseGraficoTransaction
TRX,AnaliseRelatoriosTransaction,AnaliseRelatoriosTransaction
TRX,PonderacaoTransaction,PonderacaoTransaction
TRX,EDQualSubCategoriaTransaction,EDQualSubCategoriaTransaction
TRX,INSERT_QUALITY,INSERT_QUALITY
TRX,RETORNA_DATA,RETORNA_DATA
TRX,EDQualCategoriaTransaction,EDQualCategoriaTransaction
TRX,GetTagCheck,GetTagCheck
TRX,PainelMetasTransaction,PainelMetasTransaction
TRX,TrxAnalises,TrxAnalises
TRX,TransactionFormula,TransactionFormula
TRX,TrxInsumosGrafico,TrxInsumosGrafico
TRX,RelatorioExterno,RelatorioExterno
TRX,trxRelatorioIndustrial,trxRelatorioIndustrial
TRX,RELBartARTTrx,RELBartARTTrx
TRX,Chart_Relacao,Chart_Relacao
TRX,GridGauge,GridGauge
TRX,Chart,Chart
TRX,Relatorio,Relatorio
TRX,painelMaquinasParadas,painelMaquinasParadas
TRX,AtualizaJustificativa,AtualizaJustificativa
TRX,TickerAcumuladoTransaction,TickerAcumuladoTransaction
TRX,Material,Material
TRX,Centro,Centro
TRX,TickerTransaction,TickerTransaction
TRX,PlanoGraficoHistoricoTransaction,PlanoGraficoHistoricoTransaction
TRX,SafraInfoTransactionS,SafraInfoTransactionS
TRX,IndicadoresTransaction,IndicadoresTransaction
TRX,IndicadorVolumeTransaction,IndicadorVolumeTransaction
TRX,PlanoGraficoProjecaoTransaction,PlanoGraficoProjecaoTransaction
TRX,Upload_PlanoSafra,Upload_PlanoSafra
TRX,PlanoGrupoRelatorioTempTransaction,PlanoGrupoRelatorioTempTransaction
TRX,PlanoGrupoRelatorioTransaction,PlanoGrupoRelatorioTransaction
TRX,Ano,Ano
TRX,CalendarioGrupoTransaction,CalendarioGrupoTransaction
TRX,trxSafraPercent,trxSafraPercent
TRX,ComboVersao,ComboVersao
TRX,Deposito,Deposito
TRX,TESTE-PlanoRelatorioTransaction,TESTE-PlanoRelatorioTransaction
TRX,PlanoGrupoGraficoHistoricoTransaction,PlanoGrupoGraficoHistoricoTransaction
TRX,Upload_PlanoMeta,Upload_PlanoMeta
TRX,trxSafraPercentBB,trxSafraPercentBB
TRX,SaoMartinho/global/Transactions/PlanoGrupoFormulaListaIDTransaction,PlanoGrupoFormulaListaIDTransaction
TRX,PAINEL/Transaction/TrxProducaoOnLine,TrxProducaoOnLine
TRX,TrxGeraInformacoesGrafico,TrxGeraInformacoesGrafico
