TYPE,SOURCE,EDGES,TARGET
TRX,SaoMartinho/global/Transactions/trxSafraPercent,QUERY,SaoMartinho/global/Queries/safraPercentSelectQuery
TRX,SaoMartinho/global/Transactions/PlanoGrupoRelatorioTransaction,QUERY,PlanoGrupoPRCSelectQuery
TRX,SaoMartinho/global/Transactions/PlanoGrupoRelatorioTransaction,CALL,SaoMartinho/global/Transactions/CalendarioGrupoTransaction
TRX,SaoMartinho/global/Transactions/PlanoGrupoRelatorioTransaction,QUERY,SaoMartinho/global/Queries/SafraGrupoPeriodoSelectQuery
TRX,SaoMartinho/global/Transactions/PlanoGrupoRelatorioTransaction,CALL,SaoMartinho/global/Transactions/CalendarioGrupoTransaction
TRX,SaoMartinho/global/Transactions/PlanoGrupoRelatorioTransaction,CALL,SaoMartinho/global/Transactions/CalendarioGrupoTransaction
TRX,SaoMartinho/global/Transactions/PlanoGrupoRelatorioTransaction,CALL,SaoMartinho/global/Transactions/PlanoGrupoFormulaListaIDTransaction
TRX,SaoMartinho/global/Transactions/PlanoGrupoRelatorioTransaction,QUERY,PlanoGrupoFormulaPRCSelectQuery
TRX,SaoMartinho/global/Transactions/PlanoGrupoRelatorioTransaction,QUERY,SaoMartinho/global/Queries/SafraGrupoListSelectQuery
TRX,SaoMartinho/global/Transactions/trxChartPeriodSafra,QUERY,SaoMartinho/global/Queries/connDefaultMetricaUSM
TRX,SaoMartinho/global/Transactions/PlanoRelatorioTransaction_BKP,QUERY,RelatorioMetricasSelectQuery
TRX,SaoMartinho/global/Transactions/PlanoRelatorioTransaction_BKP,CALL,SaoMartinho/global/Transactions/SafraInfoTransaction
TRX,SaoMartinho/global/Transactions/PlanoRelatorioTransaction_BKP,CALL,SaoMartinho/global/Transactions/PlanoFormulaTransaction
TRX,SaoMartinho/global/Transactions/PlanoRelatorioTransaction_BKP,CALL,SaoMartinho/global/Transactions/SafraInfoTransaction
TRX,SaoMartinho/global/Transactions/PlanoRelatorioTransaction_BKP,CALL,SaoMartinho/global/Transactions/PlanoFormulaTransaction
TRX,SaoMartinho/global/Transactions/PlanoRelatorioTransaction_BKP,CALL,SaoMartinho/global/Transactions/PlanoFormulaTransaction
TRX,SaoMartinho/global/Transactions/PlanoRelatorioTransaction_BKP,CALL,SaoMartinho/global/Transactions/PlanoFormulaTransaction
TRX,SaoMartinho/global/Transactions/PlanoRelatorioTransaction_BKP,CALL,SaoMartinho/global/Transactions/PlanoFormulaTransaction
TRX,SaoMartinho/global/Transactions/TMP_PREVI_REAL,QUERY,SQL
TRX,SaoMartinho/global/Transactions/TMP_PREVI_REAL,QUERY,MTC
TRX,SaoMartinho/global/Transactions/TMP_PREVI_REAL,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/global/Transactions/TMP_PREVI_REAL,QUERY,MTC2
TRX,SaoMartinho/global/Transactions/PlanoGrupoGraficoHistoricoTransaction,CALL,SaoMartinho/global/Transactions/PlanoGrupoRelatorioTransaction
TRX,SaoMartinho/global/Transactions/PlanoGrupoGraficoHistoricoTransaction,CALL,SaoMartinho/global/Transactions/CalendarioGrupoTransaction
TRX,SaoMartinho/global/Transactions/PlanoGrupoGraficoHistoricoTransaction,CALL,SaoMartinho/global/Transactions/PlanoGrupoRelatorioTransaction
TRX,SaoMartinho/global/Transactions/PlanoGrupoGraficoHistoricoTransaction,CALL,SaoMartinho/global/Transactions/PlanoGrupoRelatorioTransaction
TRX,SaoMartinho/global/Transactions/Material,QUERY,SaoMartinho/global/Queries/Material
TRX,SaoMartinho/global/Transactions/AtualizaVersaoSafraAtual,QUERY,SaoMartinho/global/Queries/AtualizaVersoesSafraAtualUpdateQuery
TRX,SaoMartinho/global/Transactions/TickerAcumuladoTransaction,QUERY,SaoMartinho/global/Queries/connDefaultUBV
TRX,SaoMartinho/global/Transactions/TickerAcumuladoTransaction,QUERY,SaoMartinho/global/Queries/connDefaultMetricaUSM
TRX,SaoMartinho/global/Transactions/TickerAcumuladoTransaction,QUERY,SaoMartinho/global/Queries/connDefaultMetricaUSM
TRX,SaoMartinho/global/Transactions/TickerAcumuladoTransaction,QUERY,METC/AP/DATASET_MES/SAP_Prod
TRX,SaoMartinho/global/Transactions/TickerAcumuladoTransaction,QUERY,SaoMartinho/global/Queries/connDefaultMetricaUSM
TRX,SaoMartinho/global/Transactions/TickerAcumuladoTransaction,QUERY,SaoMartinho/global/Queries/connDefaultMetricaUSM
TRX,SaoMartinho/global/Transactions/PlanoFormulaTransaction,QUERY,PSFormulaPlanoSafra
TRX,SaoMartinho/global/Transactions/SafraInfoTransaction,QUERY,SaoMartinho/global/Queries/SafraSelectQuery
TRX,SaoMartinho/global/Transactions/SafraInfoTransaction,CALL,SaoMartinho/PE/Transaction/ComboTransaction
TRX,SaoMartinho/global/Transactions/SafraInfoTransaction,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/global/Transactions/SafraInfoTransaction,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/global/Transactions/Deposito,QUERY,SQL
TQSQ,/SaoMartinho/SaoMartinho/OSIsoft_PI/MII-PI_Query,SELECT,UBV_TAG_ENSAIO
TQSQ,/SaoMartinho/SaoMartinho/OSIsoft_PI/MII-PI_Query,SELECT,UBV_QUALIDADE
TQSQ,/SaoMartinho/SaoMartinho/OSIsoft_PI/MII-PI_Query,SELECT,SAP_ZCAN01
TQSQ,/SaoMartinho/SaoMartinho/OSIsoft_PI/MII-PI_Query,SELECT,SAP_ZCAN02
TQSQ,/SaoMartinho/SaoMartinho/OSIsoft_PI/MII-PI_Query,SELECT,METRICA.AP_METRICHISTORY
TQSQ,/SaoMartinho/SaoMartinho/OSIsoft_PI/MII-PI_Query,SELECT,UBV_AREA
TQSQ,/SaoMartinho/SaoMartinho/OSIsoft_PI/MII-PI_Query,SELECT,UBV_MATERIAL
TQSQ,/SaoMartinho/SaoMartinho/OSIsoft_PI/MII-PI_Query,SELECT,UBV_EQUIPAMENTO_MATERIAL
TQSQ,/SaoMartinho/SaoMartinho/OSIsoft_PI/MII-PI_Query,SELECT,UBV_EQUIPAMENTO
TQSQ,/SaoMartinho/SaoMartinho/OSIsoft_PI/MII-PI_Query,SELECT,UBV_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/OSIsoft_PI/MII-PI_Query,SELECT,UBV_ENSAIO
TQSQ,/SaoMartinho/SaoMartinho/OSIsoft_PI/MII-PI_Query,SELECT,UBV_CARACTERISTICA
TQSQ,/SaoMartinho/SaoMartinho/OSIsoft_PI/MII-PI_Query,SELECT,UBV_QUALIDADE
TRX,SaoMartinho/OSIsoft_PI/MII-PI_Interface,QUERY,SaoMartinho/OSIsoft_PI/MII-PI_Query
TRX,PAINEL/Transaction/TrxSaveInfo,QUERY,PAINEL/Query/SqlConfigCommand
TRX,PAINEL/Transaction/TrxIndicadoresGrid,QUERY,PAINEL/Query/SqlGruposIndicadoresFixedQuery
TRX,PAINEL/Transaction/TrxIndicadoresGrid,QUERY,PAINEL/Query/SqlIndicadoresDestaquePeriodoFixedQuery
TRX,PAINEL/Transaction/TrxIndicadoresGrid,CALL,PAINEL/Transaction/TrxProducaoOnLine
TRX,PAINEL/Transaction/TrxIndicadoresGrid,CALL,SaoMartinho/global/Transactions/SafraInfoTransaction
TRX,PAINEL/Transaction/TrxGeraInformacoesGrafico,QUERY,PAINEL/Query/SqlIndicadoresDestaquePorDataPeriodoIndicFixedQuery
TRX,PAINEL/Transaction/TrxGeraInformacoesGrafico,CALL,PAINEL/Transaction/TrxProducaoOnLine
TRX,PAINEL/Transaction/TrxGeraInformacoesGrafico,CALL,SaoMartinho/global/Transactions/SafraInfoTransaction
TRX,PAINEL/Transaction/TrxConfigIndicadores,QUERY,PAINEL/Query/SqlConfigCommand
TRX,PAINEL/Transaction/TrxMsgAvisos,QUERY,PAINEL/Query/SqlConfigCommand
TRX,PAINEL/Transaction/TrxMsgAvisos,QUERY,PAINEL/Query/SqlMsgGetIdAvisoFixedQuery
TRX,PAINEL/Transaction/TrxAvisos,QUERY,PAINEL/Query/SqlAvisosAtivosFixedQuery
TRX,PAINEL/Transaction/ProducaoOnLine,QUERY,SaoMartinho/Qualidade/PN/Queries/PainelMetasMetricSelectQuery
TRX,PAINEL/Transaction/ProducaoOnLine,QUERY,SaoMartinho/Qualidade/PN/Queries/PainelMetasECSelectQuery
TRX,PAINEL/Transaction/ProducaoOnLine,QUERY,SaoMartinho/Qualidade/PN/Queries/PainelMetasECCurrentSelectQuery
TRX,PAINEL/Transaction/TrxConfigGrupos,QUERY,PAINEL/Query/SqlConfigCommand
TRX,PAINEL/Transaction/TrxConfigGrupos,QUERY,PAINEL/Query/SqlConfigGetIdGrupoFixedQuery
TRX,PAINEL/Transaction/TrxConfigGrupos,QUERY,PAINEL/Query/SqlConfigListaGruposOrdenadosFixedQuery
TRX,PAINEL/Transaction/TrxConfigGrupos,QUERY,PAINEL/Query/SqlConfigCommand
TRX,PAINEL/Transaction/TrxGeraGraficos,QUERY,PAINEL/Query/SqlIndicadoresDestaquePeriodoFixedQuery
TRX,PAINEL/Transaction/TrxGeraGraficos,CALL,PAINEL/Transaction/TrxProducaoOnLine
TRX,PAINEL/Transaction/TrxGeraGraficos,CALL,SaoMartinho/global/Transactions/SafraInfoTransaction
TRX,PAINEL/Transaction/TrxIndicadoresDestaque,QUERY,PAINEL/Query/SqlIndicadoresFixedQuery
TRX,PAINEL/Transaction/TrxIndicadoresDestaque,QUERY,PAINEL/Query/SqlIndicadoresDestaquePeriodoFixedQuery
TRX,PAINEL/Transaction/TrxIndicadoresDestaque,CALL,PAINEL/Transaction/TrxProducaoOnLine
TRX,PAINEL/Transaction/TrxIndicadoresDestaque,CALL,SaoMartinho/global/Transactions/SafraInfoTransaction
TQSQ,/PAINEL/PAINEL/Query/SqlMsgGetIdAvisoFixedQuery,SELECT,DUAL
TQSQ,/PAINEL/PAINEL/Query/SqlIndicadoresPorGrupoFixedQuery,SELECT,PAI_CONFIG_INDICADOR
TQSQ,/PAINEL/PAINEL/Query/SqlIndicadoresPorGrupoFixedQuery,SELECT,METRICA.AP_METRICDEFINITIONS
TQSQ,/PAINEL/PAINEL/Query/SqlConfigGetIdGrupoFixedQuery,SELECT,DUAL
TQSQ,/PAINEL/PAINEL/Query/SqlConfigListaGruposFixedQuery,SELECT,PAI_GRUPO_INDICADOR
TQSQ,/PAINEL/PAINEL/Query/SqlAvisosAtivosFixedQuery,SELECT,PAI_AVISO
TQSQ,/PAINEL/PAINEL/Query/SqlIndicadoresDestaquePeriodoFixedQuery,SELECT,METRICA.AP_METRICHISTORY
TQSQ,/PAINEL/PAINEL/Query/SqlIndicadoresDestaquePeriodoFixedQuery,SELECT,METRICA.AP_METRICDEFINITIONS
TQSQ,/PAINEL/PAINEL/Query/SqlIndicadoresDestaquePeriodoFixedQuery,SELECT,PAI_CONFIG_INDICADOR
TQSQ,/PAINEL/PAINEL/Query/SqlIndicadoresDestaquePorDataPeriodoIndicFixedQuery,SELECT,METRICA.AP_METRICHISTORY
TQSQ,/PAINEL/PAINEL/Query/SqlIndicadoresDestaquePorDataPeriodoIndicFixedQuery,SELECT,METRICA.AP_METRICDEFINITIONS
TQSQ,/PAINEL/PAINEL/Query/SqlConfigListaIndicadoresPorGrupoFixedQuery,SELECT,PAI_CONFIG_INDICADOR
TQSQ,/PAINEL/PAINEL/Query/SqlConfigListaIndicadoresPorGrupoFixedQuery,SELECT,PAI_GRUPO_INDICADOR
TQSQ,/PAINEL/PAINEL/Query/SqlInformacoesPainelFixedQuery,SELECT,PAI_CONFIG_INDICADOR
TQSQ,/PAINEL/PAINEL/Query/SqlInformacoesPainelFixedQuery,SELECT,PAI_GRUPO_INDICADOR
TQSQ,/PAINEL/PAINEL/Query/SqlInformacoesPainelFixedQuery,SELECT,PAI_AVISO
TQSQ,/PAINEL/PAINEL/Query/SqlInformacoesPainelFixedQuery,SELECT,PAI_CONFIG_TELA
TQXC,/PAINEL/PAINEL/Query/XctGeraInformacoesGrafico,CALL,TrxGeraInformacoesGrafico
TQSQ,/PAINEL/PAINEL/Query/SqlGruposIndicadoresFixedQuery,SELECT,PAI_GRUPO_INDICADOR
TQSQ,/PAINEL/PAINEL/Query/SqlConfigListaGruposOrdenadosFixedQuery,SELECT,PAI_GRUPO_INDICADOR
TQSQ,/PAINEL/PAINEL/Query/SqlConfigListaMetricasFixedQuery,SELECT,AP_METRICDEFINITIONS
TQSQ,/PAINEL/PAINEL/Query/SqlIndicadoresFixedQuery,SELECT,PAI_CONFIG_INDICADOR
TQSQ,/PAINEL/PAINEL/Query/SqlIndicadoresFixedQuery,SELECT,METRICA.AP_METRICDEFINITIONS
TQSQ,/PAINEL/PAINEL/Query/SqlMsgAvisosPorStatusFixedQuery,SELECT,PAI_AVISO
TRX,METC/AP/GetListaCausaEfeitoMetrica,QUERY,METC/AP/Query/GetDadosMetricaNaData
TRX,METC/AP/GetListaCausaEfeitoMetrica,QUERY,METC/AP/Query/GetDadosMetricaNaData
TRX,METC/AP/GetListaCausaEfeitoMetrica,CALL,METC/AP/GetDadosVariavelData
TRX,METC/AP/GetListaCausaEfeitoMetrica,QUERY,METC/AP/Query_Engine/GetMetricaDetailsInDate
TRX,METC/AP/GetListaCausaEfeitoMetrica,QUERY,METC/AP/Query/MetricaExpression_IDtoNameSelectQuery
TRX,METC/AP/GetListaCausaEfeitoMetrica,CALL,SaoMartinho/global/Transactions/SafraInfoTransaction
TRX,METC/AP/GetListaCausaEfeitoMetrica,QUERY,METC/AP/Query/GetMetaSelectQuery
TRX,METC/AP/GetListaCausaEfeitoMetrica,QUERY,METC/AP/Query/GetLimitesLabSelectQuery
TRX,METC/AP/GetValorMetricaNaData,QUERY,METC/AP/Query/GetValorMetricaNaData
TRX,METC/AP/GetDadosVariavelData,QUERY,METC/AP/Query_Engine/EngineMetricQueryAgendamentoSelectQuery
TRX,METC/AP/GetDadosVariavelData,CALL,METC/AP/GetRecordSetFonte
TRX,METC/AP/LogExec_LimpaLog,QUERY,METC/AP/Query/LogExec_sp_limpaLog
TRX,METC/AP/GetValorMedidorNaData,QUERY,METC/AP/Query/GetDadosExistenciaMedidor
TRX,METC/AP/GetValorMedidorNaData,QUERY,SIM/Global/Query/GetParamMedidorLaboratorioSelectQuery
TRX,METC/AP/GetValorMedidorNaData,QUERY,SIM/AP/Query/CurrentValueMedidorLaboratorioT1
TRX,METC/AP/GetValorMedidorNaData,QUERY,SIM/AP/Query/CurrentValueMedicaoMedidor
TRX,METC/AP/GetValorMedidorNaData,QUERY,SIM/AP/Query/GetResumoAjustesMedicaoMedidor
TRX,METC/AP/GetValorMedidorNaData,QUERY,SIM/AP/Query/CurrentFatorConversaoMedidor
TRX,METC/AP/GetValorMedidorNaData,QUERY,SIM/AP/Query/CurrentFatorConversaoMedidor
TRX,METC/AP/GetRecordSetFonte,QUERY,Query_DbMES
TRX,METC/AP/GetRecordSetFonte,QUERY,METC/AP/Query_Engine/EngineMetricTestaNivelMetrica
TRX,METC/AP/GetRecordSetFonte,QUERY,METC/AP/Query_Engine/EngineMetricNivelScanGroup
TRX,METC/AP/GetRecordSetFonte,QUERY,Query_MetricasFonteCalculo
TRX,METC/AP/GetRecordSetFonte,CALL,METC/AP/EngineLogTXT
TRX,METC/AP/GetRecordSetFonte,CALL,METC/AP/EngineLogTXT
TRX,METC/AP/EngineCalculationManagementScreen,QUERY,METC/Agendamento/scangroupsMgntScreenQuery
TRX,METC/AP/EngineCalculationManagementScreen,CALL,SaoMartinho/SAP/Transactions/IntSAP_Prev_Acum_RFC
TRX,METC/AP/EngineCalculationManagementScreen,CALL,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_RFC
TRX,METC/AP/EngineCalculationManagementScreen,CALL,SaoMartinho/SAP/Transactions/IntSAP_Prev_Meta_RFC
TRX,METC/AP/EngineCalculationManagementScreen,CALL,METC/AP/EngineGranulometry
TRX,METC/AP/EngineCalculationManagementScreen,CALL,METC/AP/EngineGranulometryPE
TRX,METC/AP/Sendmail,QUERY,METC/AP/Query/SendMailDestinationSelectQuery
TRX,METC/AP/Sendmail,CALL,SaoMartinho/global/Transactions/SafraInfoTransaction
TRX,METC/AP/Sendmail,QUERY,METC/AP/Query/SendMailSelectQuery
TRX,METC/AP/EngineNova_1,QUERY,METC/AP/Query_Engine/EngineMetricDistinctSelectQuery
TRX,METC/AP/EngineNova_1,QUERY,METC/AP/Query_Engine/EngineMetricSelectQuery
TRX,METC/AP/EngineNova_1,QUERY,METC/AP/Query_Engine/EngineMetricHistoryInsertQuery
TRX,METC/AP/EngineNova_1,QUERY,METC/AP/Query_Engine/EngineMetricHistoryInsertQuery
TRX,METC/AP/EngineNova_1,QUERY,METC/AP/Query_Engine/EngineMetricNivelScanGroup
TRX,METC/AP/EngineNova_1,CALL,METC/AP/EngineLogTXT
TRX,METC/AP/EngineNova_1,CALL,METC/AP/EngineLogTXT
TRX,METC/AP/EngineNova_1,CALL,METC/AP/GetRecordSetFonte
TRX,METC/AP/EngineNova_1,CALL,METC/AP/EngineCalculation
TRX,METC/AP/EngineLogTXT,QUERY,METC/AP/Query_Engine/EngineMetricLogInsertQuery
TRX,METC/AP/EngineCalculation,CALL,METC/AP/EngineLogTXT
TRX,METC/AP/GetListaCausaEfeitoMetrica_BKP,QUERY,METC/AP/Query/GetDadosMetricaNaData
TRX,METC/AP/GetListaCausaEfeitoMetrica_BKP,QUERY,METC/AP/Query/GetDadosMetricaNaData
TRX,METC/AP/GetListaCausaEfeitoMetrica_BKP,CALL,METC/AP/GetDadosVariavelData
TRX,METC/AP/GetListaCausaEfeitoMetrica_BKP,QUERY,METC/AP/Query_Engine/GetMetricaDetailsInDate
TRX,METC/AP/GetListaCausaEfeitoMetrica_BKP,QUERY,METC/AP/Query/MetricaExpression_IDtoNameSelectQuery
TRX,METC/AP/GetListaCausaEfeitoMetrica_BKP,CALL,SaoMartinho/global/Transactions/SafraInfoTransaction
TRX,METC/AP/GetListaCausaEfeitoMetrica_BKP,QUERY,METC/AP/Query/GetMetaSelectQuery
TRX,METC/AP/GetListaCausaEfeitoMetrica_BKP,QUERY,METC/AP/Query/GetLimitesLabSelectQuery
TRX,METC/AP/GetListaMetricasExistenciaCurrentValue,QUERY,METC/AP/Query/GetListaMetricasExistenciaSelectQuery
TRX,METC/AP/GetListaMetricasExistenciaCurrentValue,CALL,METC/AP/GetValorMetricaNaData
TRX,METC/AP/EngineCalculoDependecias,CALL,METC/AP/EngineCalculation
TRX,METC/AP/EngineCalculoDependecias,QUERY,METC/AP/Query_Engine/EngineMetricHistoryInsertQuery
TRX,METC/AP/EngineCalculoDependecias,QUERY,METC/AP/Query_Engine/EngineMetricHistoryInsertQuery
TRX,METC/AP/EngineCalculoDependecias,CALL,METC/AP/EngineMetricasDependentes
TRX,METC/AP/EngineCalculoDependecias,QUERY,METC/AP/Query_Engine/EngineMetricEspecificaSelectQuery
TRX,METC/AP/EngineCalculoDependecias,QUERY,METC/AP/Query_Engine/EngineMetricExpressionSelectQuery
TRX,METC/AP/EngineCalculoDependecias,CALL,METC/AP/GetRecordSetFonte
TRX,METC/AP/EngineCalculoDependecias,QUERY,METC/AP/Query_Engine/EngineMetricQueryAgendamentoSelectQuery
TRX,METC/AP/EngineGranulometryPE,QUERY,METC/AP/Query_Engine/EngineMetricGranulometryScanGroup
TRX,METC/AP/EngineGranulometryPE,CALL,METC/AP/EngineNova_1PE
TRX,METC/AP/EngineGranulometryPE,CALL,METC/AP/EngineLogTXT
TRX,METC/AP/EngineGranulometryPE,QUERY,METC/AP/Query_Engine/GetSemana
TRX,METC/AP/EngineGranulometryPE,QUERY,METC/Agendamento/VerificarSafraPE
TRX,METC/AP/EngineGranulometryPE,QUERY,METC/AP/Query/GetStartEndDayWeek
TRX,METC/AP/GetListaDependenciasMetricaCurrentValue,QUERY,Query_MetricaExpressionIDtoName
TRX,METC/AP/GetListaDependenciasMetricaCurrentValue,CALL,METC/AP/GetValorMetricaNaData
TRX,METC/AP/EngineMetricasDependentes,QUERY,METC/AP/Query_Engine/EngineMetricDependentesSelectQuery
TRX,METC/AP/queryViewTransaction,QUERY,IllumSQLQuery
TRX,METC/AP/queryViewTransaction,QUERY,METC/AP/Query_Engine/GetSemana
TRX,METC/AP/queryViewTransaction,QUERY,METC/AP/Query_Engine/queryViewGranulometrySelectQuery
TQXC,/METC/METC/AP/DATASET_PI/Xac_ListaValorTAGNadata,CALL,Trx_ListaValorTAGNadata
TQXC,/METC/METC/AP/DATASET_PI/Xac_ListaValorTAGNadata_RI_N01,CALL,Trx_ListaValorTAGNadata
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N9,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N9,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N9,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N5,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N5,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N5,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N13,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N13,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N13,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N12,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N12,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N12,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N4,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N4,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N4,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N8,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N8,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N8,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N3,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N3,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N3,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N15,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N15,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N15,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N18,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N18,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N18,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N14,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N14,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N14,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N2,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N2,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N2,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N10_DiaAnterior,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N10_DiaAnterior,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N10_DiaAnterior,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N17,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N17,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N17,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N1,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N1,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N1,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N16,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N16,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N16,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N11,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N11,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N11,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N7,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N7,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N7,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N6,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N6,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N6,SELECT,AP_SCANGROUPS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N10,SELECT,AP_METRICHISTORY
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N10,SELECT,AP_METRICDEFINITIONS
TQSQ,/METC/METC/AP/DATASET_METRIC/SQLQuery_Metric_N10,SELECT,AP_SCANGROUPS
TRX,METC/AP/GetRecordSetFontePE,QUERY,Query_DbMES
TRX,METC/AP/GetRecordSetFontePE,QUERY,METC/AP/Query_Engine/EngineMetricTestaNivelMetrica
TRX,METC/AP/GetRecordSetFontePE,QUERY,METC/AP/Query_Engine/EngineMetricNivelScanGroup
TRX,METC/AP/GetRecordSetFontePE,QUERY,Query_MetricasFonteCalculo
TRX,METC/AP/GetRecordSetFontePE,CALL,METC/AP/EngineLogTXT
