SOURCE_TYPE,SOURCE_NAME,EDGES,TARGET_TYPE,TARGET_NAME
TQSQ,RelatorioAnalises,SELECT,TABLE,UBV_GRUPO_ANALISE_CARAC
TQSQ,ComboMaterialSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,ComboMaterialSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,ComboMaterialSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,ComboLocalSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,RelatorioAnalises_BKP,SELECT,TABLE,UBV_QUALIDADE
TQSQ,ComboGrupoCaracteristicaSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,ComboGrupoCaracteristicaSelectQuery,SELECT,TABLE,UBV_GRUPO_ANALISE_CARAC
TQSQ,ComboEquipamentoSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,ComboAreaSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,ComboAreaSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,ComboAreaSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,LocalDeleteQuery,DELETE,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,EquipamentoDeleteQuery,DELETE,TABLE,UBV_EQUIPAMENTO
TQSQ,VariavelInsertQuery,INSERT,TABLE,UBV_VARIAVEL
TQSQ,VariavelSelectQuery,SELECT,TABLE,UBV_VARIAVEL
TQSQ,EquipamentoMaterialInsertQuery,INSERT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,FormulaVariavelDeleteQuery,DELETE,TABLE,UBV_FORMULA_VARIAVEL
TQSQ,FrequenciaUpdateQuery,UPDATE,TABLE,UBV_ANALISE
TQSQ,TipoDeleteQuery,DELETE,TABLE,UBV_TIPO_ANALISE
TQSQ,CaracteristicaVariavelSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,VigenciaEnsaioInsertQuery,INSERT,TABLE,UBV_VIGENCIA_ENSAIO
TQSQ,VigenciaEnsaioUpdateQuery,UPDATE,TABLE,UBV_VIGENCIA_ENSAIO
TQSQ,VigenciaUpdateQuery,UPDATE,TABLE,UBV_VIGENCIA
TQSQ,VigenciaInsertQuery,INSERT,TABLE,UBV_VIGENCIA
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,AreaUpdateQuery,UPDATE,TABLE,UBV_AREA
TQSQ,AreaInsertQuery,INSERT,TABLE,UBV_AREA
TQSQ,CaracteristicaInsertQuery,INSERT,TABLE,UBV_CARACTERISTICA
TQSQ,MaterialDeleteQuery,DELETE,TABLE,UBV_MATERIAL
TQSQ,CaracteristicaSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,EquipamentoAllSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,EquipamentoAllSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,EnsaiosSelectQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,EnsaiosSelectQuery,SELECT,TABLE,UBV_VIGENCIA_ENSAIO
TQSQ,EnsaiosInsertQuery,INSERT,TABLE,UBV_ENSAIO
TQSQ,CaracteristicasSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,AreaAllSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,AnalisesInsertQuery,INSERT,TABLE,UBV_ANALISE
TQSQ,AnalisesSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,AnalisesSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,AnalisesSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,AnalisesSelectQuery,SELECT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,AnalisesSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,AnalisesSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,AnalisesSelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,AnalisesSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,EquipamentoUpdateQuery,UPDATE,TABLE,UBV_EQUIPAMENTO
TQXC,FormulaXacuteQuery,CALL,TRX,TransactionFormula
TQSQ,LocalInsertQuery,INSERT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,EquipamentoInsertQuery,INSERT,TABLE,UBV_EQUIPAMENTO
TQSQ,LocalUpdateQuery,UPDATE,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,TipoInsertQuery,INSERT,TABLE,UBV_TIPO_ANALISE
TQSQ,TipoUpdateQuery,UPDATE,TABLE,UBV_TIPO_ANALISE
TQSQ,LastAnaliseSelectQuery,SELECT,TABLE,DUAL
TQSQ,EnsaioSelectQuery,SELECT,TABLE,UBV_ENSAIO--
TQSQ,EnsaioSelectQuery,SELECT,TABLE,UBV_VIGENCIA_ENSAIO
TQSQ,FormulaVariavelInsertQuery,INSERT,TABLE,UBV_FORMULA_VARIAVEL
TQSQ,EnsaioUpdateQuery,UPDATE,TABLE,UBV_ENSAIO
TQSQ,FormulaVariavelUpdateQuery,INSERT,TABLE,UBV_FORMULA_VARIAVEL
TQSQ,MaterialInsertQuery,INSERT,TABLE,UBV_MATERIAL
TQSQ,FormulaInsertQuery,INSERT,TABLE,"""UBVISTA"".""UBV_FORMULA"""
TQSQ,FormulaSelectQuery,SELECT,TABLE,UBV_FORMULA
TQSQ,FormulaUpdateQuery,UPDATE,TABLE,UBV_FORMULA
TQSQ,MaterialUpdateQuery,UPDATE,TABLE,UBV_MATERIAL
TQSQ,AreaDeleteQuery,DELETE,TABLE,UBV_AREA
TQSQ,LocalAllSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,LocalAllSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,MaterialAllSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,MaterialAllSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,UnidadeMedidaSelectQuery,SELECT,TABLE,UBVISTA.UBV_UNIDADE_MEDIDA
TQSQ,UnidadeMedidaInsertQuery,INSERT,TABLE,UBV_UNIDADE_MEDIDA
TQSQ,ComboTipoSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,ComboTipoSelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,ComboTipoSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,CaracteristicaComboSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,CaracteristicaComboSelectQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,CaracteristicaComboSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,PointDataSelectQuery,SELECT,TABLE,UBV_UNIDADE_MEDIDA
TQSQ,PointDataSelectQuery,SELECT,TABLE,TAB_USUARIO
TQSQ,PointDataSelectQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,PointDataSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,LimitesSelectQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,CustonChartSelectQuery,PROC,PROC,PKG_LABORATORIO.SP_GET_QUALIDADE_PERIODO
TQSQ,ComboMaterialSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,ComboMaterialSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,ComboMaterialSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,AreaComboSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,AreaComboSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,AreaComboSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,PieChartSelectQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,PieChartSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,PointCommentsSelectQuery,SELECT,TABLE,TAB_USUARIO
TQSQ,PointCommentsSelectQuery,SELECT,TABLE,UBV_QUAL_JUSTIFICATIVA
TQSQ,ResultadosSelectQuery,SELECT,TABLE,UBV_QUAL_JUSTIFICATIVA
TQSQ,ResultadosSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,ComboEquipamentoSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,WebService_Safra_Plano,SELECT,TABLE,UBV_PLANO_SAFRA
TQSQ,WebService_Safra_Real,SELECT,TABLE,UBV_REAL_SAFRA
TRX,WebServiceSafraPlanoTransaction,QUERY,TQSQ,WebService_Safra_Plano
TRX,WebServiceSafraTransaction,QUERY,TQSQ,WebService_Safra_Real
TRX,TrxInsumos,QUERY,TQSQ,SqlMetricasInsumoFixedQuery
TRX,TrxInsumos,QUERY,TQSQ,SqlInfoSafraFixedQuery
TRX,TrxInsumos,QUERY,TQSQ,SqlInsumoFixedQuery
TRX,TrxInsumos,QUERY,TQSQ,SqlValoresInsumoFixedQuery
TRX,TrxMesSafra,QUERY,TQSQ,SqlAnoSafraFixedQuery
TRX,TrxExecScan,QUERY,TQSQ,SqlBuscaScanGroupsPorGruposFixedQuery
TRX,TrxExecScan,CALL,TRX,EngineGranulometry
TRX,TrxInsumosGrafico,QUERY,TQSQ,SqlMetricasInsumoGraficoSemanaFixedQuery
TRX,TrxInsumosGrafico,QUERY,TQSQ,SqlInfoSafraFixedQuery
TRX,TrxInsumosGrafico,QUERY,TQSQ,SqlMetricasInsumoGraficoDiaFixedQuery
TRX,TrxInsumosGrafico,CALL,TRX,ComboTransaction
TRX,TrxInsumosApontamento,QUERY,TQSQ,SqlInsumoFixedQuery
TRX,TrxInsumosApontamento,QUERY,TQSQ,SqlValoresInsumoFixedQuery
TRX,TrxInsumosApontamento,QUERY,TQSQ,SqlValoresPrevistoAnteriorInsumoFixedQuery
TRX,TrxAtualizaInsumos,QUERY,TQSQ,SqlChecaExisteValorFixedQuery
TRX,TrxAtualizaInsumos,QUERY,TQSQ,SqlCommand
TQSQ,SqlValoresInsumoFixedQuery,SELECT,TABLE,UBV_VALORES_INSUMOS
TQSQ,SqlValoresInsumoFixedQuery,SELECT,TABLE,UBV_GRUPO_INSUMO
TQSQ,SqlBuscaScanGroupsPorGruposFixedQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQSQ,SqlBuscaScanGroupsPorGruposFixedQuery,SELECT,TABLE,UBV_GRUPO_INSUMO
TQSQ,SqlMetricasInsumoGraficoSemanaFixedQuery,SELECT,TABLE,AP_METRICHISTORY
TQSQ,SqlMetricasInsumoGraficoSemanaFixedQuery,SELECT,TABLE,AP_METRICDEFINITIONS
TQSQ,SqlMetricasInsumoGraficoSemanaFixedQuery,SELECT,TABLE,MES_UNIDADEMEDIDA
TQSQ,SqlChecaExisteValorFixedQuery,SELECT,TABLE,UBV_VALORES_INSUMOS
TQSQ,SqlGrupoInsumoFixedQuery,SELECT,TABLE,UBV_GRUPO_INSUMO
TQSQ,SqlMetricasInsumoGraficoDiaFixedQuery,SELECT,TABLE,AP_METRICHISTORY
TQSQ,SqlMetricasInsumoGraficoDiaFixedQuery,SELECT,TABLE,AP_METRICDEFINITIONS
TQSQ,SqlMetricasInsumoGraficoDiaFixedQuery,SELECT,TABLE,MES_UNIDADEMEDIDA
TQSQ,SqlMetricasInsumoFixedQuery,SELECT,TABLE,AP_METRICHISTORY
TQSQ,SqlMetricasInsumoFixedQuery,SELECT,TABLE,AP_METRICDEFINITIONS
TQSQ,SqlMetricasInsumoFixedQuery,SELECT,TABLE,MES_UNIDADEMEDIDA
TQSQ,SqlMetricasInsumoGraficoMesFixedQuery,SELECT,TABLE,AP_METRICHISTORY
TQSQ,SqlMetricasInsumoGraficoMesFixedQuery,SELECT,TABLE,AP_METRICDEFINITIONS
TQSQ,SqlMetricasInsumoGraficoMesFixedQuery,SELECT,TABLE,MES_UNIDADEMEDIDA
TQXC,XctInsumosGrafico,CALL,TRX,TrxInsumosGrafico
TQSQ,SqlAnoSafraFixedQuery,SELECT,TABLE,UBV_SAFRA_DATAS
TQSQ,SqlInsumoFixedQuery,SELECT,TABLE,UBV_GRUPO_INSUMO
TQSQ,SqlValoresPrevistoAnteriorInsumoFixedQuery,SELECT,TABLE,UBV_VALORES_INSUMOS
TQSQ,SqlInfoSafraFixedQuery,SELECT,TABLE,UBV_SAFRA_DATAS
TQXC,IndicadorXacuteQuery,CALL,TRX,GridTransaction
TRX,GridTransaction,QUERY,TQSQ,IndicadoresSelectQuery
TQXC,XacuteRelatorioExterno,CALL,TRX,RelatorioExterno
TQXC,XacuteRelatorioIndustrial,CALL,TRX,trxRelatorioIndustrial
TQSQ,RendimentoFermentativoSelectQuery,SELECT,TABLE,METRICA.AP_GRANULOMETRY
TQSQ,RendimentoFermentativoSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQSQ,RendimentoFermentativoSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,MetricaBalancoARTSelectQuery,SELECT,TABLE,METRICA.AP_GRANULOMETRY
TQSQ,MetricaBalancoARTSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQSQ,MetricaBalancoARTSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQXC,RELBartARTXct,CALL,TRX,RELBartARTTrx
TRX,trxRelatorioIndustrial,QUERY,TQSQ,LAB_UltimaAnaliseDia
TRX,trxRelatorioIndustrial,QUERY,TQSQ,connDefaultMetricaUSM
TRX,trxRelatorioIndustrial,QUERY,TQSQ,connDefaultUBV
TRX,RelatorioExterno,QUERY,TQSQ,INDICADORES
TRX,RelatorioExterno,QUERY,TQSQ,VALORES
TRX,RelatorioExterno,QUERY,TQSQ,VALORES3
TRX,RelatorioExterno,QUERY,TQSQ,VALORES2
TRX,RELBartARTTrx,QUERY,TQSQ,MetricaBalancoARTSelectQuery
TRX,InsertPrevistos,QUERY,TQSQ,InsertPrevistos
TRX,InsertPrevistos,QUERY,TQSQ,SP_INSERIR_LOG
TRX,SincResultados1,QUERY,TQSQ,SP_MANTER_GANALISE
TRX,SincResultados1,QUERY,TQSQ,SP_INSERIR_MATERIAL
TRX,SincResultados1,QUERY,TQSQ,SP_INSERIR_LCL_COLETA
TRX,SincResultados1,QUERY,TQSQ,SP_INSERIR_TP_ANALISE
TRX,PainelUSMMetasTransaction,QUERY,TQSQ,SP_SELECT_INDICADOR
TRX,PainelUSMMetasTransaction,QUERY,TQSQ,SP_SELECT_PREVI_MOAGEM
TRX,PainelUSMMetasTransaction,QUERY,TQSQ,PainelMetasECSelectQuery
TRX,PainelUSMMetasTransaction,QUERY,TQSQ,PainelMetasECCurrentSelectQuery
TRX,PainelUSMMetasTransaction,QUERY,TQSQ,EC_UIR
TRX,PainelUSMMetasTransaction,QUERY,TQSQ,ED_USM
TRX,PainelUSMMetasTransaction,QUERY,TQSQ,RT_USM
TRX,PainelUSMMetasTransaction,QUERY,TQSQ,RT_UIR
TRX,PainelUSMMetasTransaction,QUERY,TQSQ,EC_USC
TRX,PainelUSMMetasTransaction,QUERY,TQSQ,RT_USC
TRX,PainelUSMMetasTransaction,QUERY,TQSQ,EC_UIR_DataSource
TRX,PainelUSMMetasTransaction,QUERY,TQSQ,RT_UIR_DataSource
TRX,PainelUSMMetasTransaction,QUERY,TQSQ,EC_USC_DataSource
TRX,PainelUSMMetasTransaction,QUERY,TQSQ,RT_USC_DataSource
TRX,LimpaLogPainel,QUERY,TQSQ,SP_LIMPA_LOG
TRX,SincResultados,QUERY,TQSQ,SP_MANTER_GANALISE
TRX,SincResultados,QUERY,TQSQ,SP_INSERIR_MATERIAL
TRX,SincResultados,QUERY,TQSQ,SP_INSERIR_LCL_COLETA
TRX,SincResultados,QUERY,TQSQ,SP_INSERIR_TP_ANALISE
TRX,SincResultados,QUERY,TQSQ,SP_INSERIR_ENSAIO
TRX,SincResultados,QUERY,TQSQ,SP_SELECT_CARAC_TABELA
TRX,SincResultados,QUERY,TQSQ,SP_INSERIR_RESULTADO
TRX,SincResultados,QUERY,TQSQ,SP_INSERIR_LOG
TQSQ,SP_LIMPA_LOG,PROC,PROC,PKG_USM_PAINEL.SP_LIMPA_LOG
TQSQ,SP_SELECT_GRUPO,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_GRUPO
TQSQ,SP_SELECT_CARAC_TABELA,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_CARAC_TABELA
TQSQ,PainelSetorSelectQuery,PROC,PROC,PKG_USM_PAINEL.SP_GET_PAINEL_SETOR
TQSQ,ED_USM,SELECT,TABLE,PIMSCS.APT_CARGAS
TQSQ,SP_INSERIR_CARAC_AREA,PROC,PROC,PKG_USM_PAINEL.SP_INSERIR_CARAC_AREA
TQSQ,InsertPrevistos,PROC,PROC,PKG_USM_PAINEL.SP_INSERT_INDICADOR_PREVI
TQSQ,SP_SELECT_CARAC_AREA,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_CARAC_AREA
TQSQ,SP_INSERIR_MATERIAL,PROC,PROC,PKG_USM_PAINEL.SP_INSERIR_MATERIAL
TQSQ,SP_USM_PAINEL_INSERT_SETOR,PROC,PROC,PKG_USM_PAINEL.SP_INSERT_SETOR
TQSQ,SP_SELECT_GRP_CARAC,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_GRP_CARAC
TQSQ,SP_GET_PAINEL_AREA,PROC,PROC,PKG_USM_PAINEL.SP_GET_PAINEL_AREA
TQSQ,SP_INSERT_AREA,PROC,PROC,PKG_USM_PAINEL.SP_INSERT_AREA
TQSQ,SP_SELECT_ENSAIO_LIMITE,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_ENSAIO_LIMITE
TQSQ,EC_USC_DataSource,SELECT,TABLE,PIMSCS.APT_CARGAS
TQSQ,RT_UIR_DataSource,SELECT,TABLE,PIMSIR.APT_CARGAS
TQSQ,SP_INSERIR_TP_ANALISE,PROC,PROC,PKG_USM_PAINEL.SP_INSERIR_TP_ANALISE
TQSQ,SP_SELECT_AREA_SETOR,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_AREA_SETOR
TQSQ,SP_INSERIR_RESULTADO,PROC,PROC,PKG_USM_PAINEL.SP_INSERIR_RESULTADO
TQSQ,RT_USM,SELECT,TABLE,APT_CARGAS
TQSQ,SP_DIRETRIZ_SELECT,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_DIRETRIZ
TQSQ,EC_UIR,SELECT,TABLE,PIMSIR.APT_CARGAS
TQSQ,SP_SELECT_PAINEL_CARAC,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_PAINEL_CARAC
TQSQ,SP_SELECT_GRP_ANALISE,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_GRP_ANALISE
TQSQ,SP_SELECT_ENSAIO_GRP,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_ENSAIO_GRP
TQSQ,SP_DIRETRIZ_MANTER,PROC,PROC,PKG_USM_PAINEL.SP_UPDATE_DIRETRIZ
TQSQ,SP_SELECT_PAINEL_VALOR,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_PAINEL_VALOR
TQSQ,SP_MANTER_GANALISE,PROC,PROC,PKG_USM_PAINEL.SP_MANTER_GANALISE
TQSQ,RT_UIR,SELECT,TABLE,PIMSIR.APT_CARGAS
TQSQ,SP_SELECT_MATERIAL_AREA,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_MATERIAL_AREA
TQSQ,EC_USC,SELECT,TABLE,PIMSCS.APT_CARGAS
TQSQ,SP_SELECT_PAINEL_MATERIAL,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_PAINEL_MATERIAL
TQSQ,SP_INSERIR_LCL_COLETA,PROC,PROC,PKG_USM_PAINEL.SP_INSERIR_LCL_COLETA
TQSQ,RT_USC_DataSource,SELECT,TABLE,PIMSCS.APT_CARGAS
TQSQ,SP_INSERT_MATERIAL_AREA,PROC,PROC,PKG_USM_PAINEL.SP_INSERT_MATERIAL_AREA
TQSQ,SP_SELECT_INDICADOR,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_INDICADOR
TQSQ,EC_UIR_DataSource,SELECT,TABLE,PIMSIR.APT_CARGAS
TQSQ,RT_USC,SELECT,TABLE,PIMSCS.APT_CARGAS
TQSQ,SP_SELECT_ENSAIO_AREA,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_ENSAIO_AREA
TQSQ,SP_INSERT_ENSAIO_AREA,PROC,PROC,PKG_USM_PAINEL.SP_INSERT_ENSAIO_AREA
TQSQ,SP_INSERIR_LOG,PROC,PROC,PKG_USM_PAINEL.SP_INSERIR_LOG
TQSQ,SP_SELECT_PREVI_MOAGEM,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_PREVI_MOAGEM
TQSQ,LISTA_LIMITES_PAINEL,SELECT,TABLE,USM_PAINEL_MATERIAL
TQSQ,LISTA_LIMITES_PAINEL,SELECT,TABLE,USM_PAINEL_LCL_COLETA
TQSQ,LISTA_LIMITES_PAINEL,SELECT,TABLE,USM_PAINEL_TP_ANALISE
TQSQ,LISTA_LIMITES_PAINEL,SELECT,TABLE,USM_PAINEL_ENSAIO
TQSQ,SP_UPDATE_LIMITE,PROC,PROC,PKG_USM_PAINEL.SP_UPDATE_LIMITE
TQSQ,SP_SELECT_COUNT_GRUPO,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_COUNT_GRUPO
TQSQ,SP_INSERIR_ENSAIO,PROC,PROC,PKG_USM_PAINEL.SP_INSERIR_ENSAIO
TQSQ,SP_SELECT_MATERIAL_GRP_ANALISE,PROC,PROC,PKG_USM_PAINEL.SP_SELECT_MATERIAL_GRP_ANALISE
TRX,GridGauge,QUERY,TQSQ,SQL_INDICADORES
TRX,Chart_Relacao,QUERY,TQSQ,SQL
TRX,Chart_Relacao,QUERY,TQSQ,SQL2
TRX,Chart,QUERY,TQSQ,SQL
TQSQ,SQL_INDICADORES,SELECT,TABLE,UBV_PROD_TOTAL_CONFIG
TQXC,Xct_Chart_Relacao,CALL,TRX,Chart_Relacao
TQXC,XCT_GRID_GAUGES,CALL,TRX,GridGauge
TQSQ,SQL_PLAN_METAS,SELECT,TABLE,UBVISTA.UBV_PLANO_SAFRA
TQXC,Xct_Chart,CALL,TRX,Chart
TQSQ,DEValorVariaveisSelectQuery,SELECT,TABLE,UBV_DE_VALORES
TQSQ,DEVariavelDeleteQuery,DELETE,TABLE,UBV_DE_VARIAVEIS
TQSQ,DEValorDeleteQuery,DELETE,TABLE,UBV_DE_VALORES
TQSQ,DEValoresVariavelDeleteQuery,DELETE,TABLE,UBV_DE_VALORES
TQSQ,DEVariavelSelectQuery,SELECT,TABLE,UBV_DE_VARIAVEIS
TQSQ,DEVariavelUpdateQuery,UPDATE,TABLE,UBV_DE_VARIAVEIS
TQSQ,DEVariavelInsertQuery,INSERT,TABLE,UBV_DE_VARIAVEIS
TQSQ,DESelectQuery,SELECT,TABLE,UBV_DE_VARIAVEIS
TQSQ,DEValorInsertQuery,INSERT,TABLE,UBV_DE_VALORES
TQSQ,DEValorUpdateQuery,UPDATE,TABLE,UBV_DE_VALORES
TQSQ,DEFrequenciaSelectQuery,SELECT,TABLE,UBV_DE_VARIAVEIS
TQSQ,DEUnidadeMedidaSelectQuery,SELECT,TABLE,UBV_DE_VARIAVEIS
TRX,Relatorio,QUERY,TQSQ,ApontamentoRelatorioSelectQuery
TRX,Relatorio,QUERY,TQSQ,ObservacoesSelectQuery
TRX,CategoriaCommand,QUERY,TQSQ,Command
TRX,SubCategoriaCommand,QUERY,TQSQ,Command
TRX,EquipamentoCommand,QUERY,TQSQ,Command
TRX,ApontamentoCommand,QUERY,TQSQ,Command
TQSQ,ApontamentoInsertQuery,INSERT,TABLE,MII_HISTORICO_EQUIPAMENTO
TQSQ,EquipamentoDeleteQuery,DELETE,TABLE,MII_EQUIPAMENTO
TQSQ,ApontamentoUpdateQuery,UPDATE,TABLE,MII_HISTORICO_EQUIPAMENTO
TQSQ,ApontamentoSelectQuery,SELECT,TABLE,MII_HISTORICO_EQUIPAMENTO
TQSQ,ApontamentoSelectQuery,SELECT,TABLE,MII_EQUIPAMENTO
TQSQ,ApontamentoSelectQuery,SELECT,TABLE,MII_CATEGORIA
TQSQ,ObservacoesSelectQuery,SELECT,TABLE,MII_HISTORICO_EQUIPAMENTO
TQSQ,ObservacoesSelectQuery,SELECT,TABLE,MII_EQUIPAMENTO
TQSQ,ObservacoesSelectQuery,SELECT,TABLE,MII_CATEGORIA
TQXC,RelatorioXacuteQuery,CALL,TRX,Relatorio
TQSQ,EquipamentoComboSelectQuery,SELECT,TABLE,MII_EQUIPAMENTO
TQSQ,ApontamentoRelatorioSelectQuery,SELECT,TABLE,MII_HISTORICO_EQUIPAMENTO
TQSQ,ApontamentoRelatorioSelectQuery,SELECT,TABLE,MII_EQUIPAMENTO
TQSQ,ApontamentoRelatorioSelectQuery,SELECT,TABLE,MII_CATEGORIA
TQSQ,CategoriaDeleteQuery,DELETE,TABLE,MII_CATEGORIA
TQSQ,EquipamentoUpdateQuery,UPDATE,TABLE,MII_EQUIPAMENTO
TQSQ,ApontamentoDeleteQuery,DELETE,TABLE,MII_HISTORICO_EQUIPAMENTO
TQSQ,EquipamentoSelectQuery,SELECT,TABLE,MII_EQUIPAMENTO
TQSQ,EquipamentoInsertQuery,INSERT,TABLE,MII_EQUIPAMENTO
TQSQ,SubCategoriaComboSelectQuery,SELECT,TABLE,MII_CATEGORIA
TQSQ,SubCategoriaInsertQuery,INSERT,TABLE,MII_CATEGORIA
TQSQ,SubCategoriaUpdateQuery,UPDATE,TABLE,MII_CATEGORIA
TQSQ,SubCategoriaSelectQuery,SELECT,TABLE,MII_CATEGORIA
TQSQ,CategoriaComboSelectQuery,SELECT,TABLE,MII_CATEGORIA
TQSQ,CategoriaSelectQuery,SELECT,TABLE,MII_CATEGORIA
TQSQ,CategoriaUpdateQuery,UPDATE,TABLE,MII_CATEGORIA
TQSQ,CategoriaInsertQuery,INSERT,TABLE,MII_CATEGORIA
TRX,trxLeDadosAt,QUERY,TQSQ,qryLeDadosAt
TRX,trxLeHistorico,QUERY,TQSQ,qryLeHistorico
TRX,trxListaTag,QUERY,TQSQ,qryListaTag
TQSQ,qryLeDadosAt,SELECT,TABLE,PICOMP
TQSQ,qryLeDadosAt,SELECT,TABLE,PIPOINT
TQSQ,qryLeHistorico,SELECT,TABLE,PIPLOT
TQSQ,qryLeHistorico,SELECT,TABLE,PIPOINT
TQSQ,qryListaTag,SELECT,TABLE,PIPOINT
TQXC,painelMaquinasParadasXacute,CALL,TRX,painelMaquinasParadas
TQSQ,UBV_MAQUINA_Filtro_SelectQuery,SELECT,TABLE,UBV_MAQUINA
TQSQ,UBV_PARADA_Maquina_SelectQuery,SELECT,TABLE,UBV_PARADA
TQSQ,UBV_PARADA_Maquina_SelectQuery,SELECT,TABLE,UBV_MOTIVO
TQSQ,UBV_PARADA_MAQUINA,SELECT,TABLE,UBV_MAQUINA
TQSQ,UBV_PARADA_MAQUINA,SELECT,TABLE,UBV_PARADA
TQSQ,UBV_PARADA_Ins,INSERT,TABLE,UBV_PARADA
