SOURCE_TYPE,SOURCE_NAME,EDGES,TARGET_TYPE,TARGET_NAME
TRX,IntSAP_Prev_Real_SAP_Retroativo_PROD,RFC,RFC,Z_SAP_ENVIA_DADOS_REAL_XMII
TRX,IntSAP_Prev_Real_SAP_Retroativo_PROD,QUERY,TQSQ,Get_Centros
TRX,IntSAP_Prev_Real_SAP_Retroativo_PROD,QUERY,TQSQ,Get_Tipo_Indicador
TRX,IntSAP_Prev_Real_SAP_Retroativo_PROD,QUERY,TQSQ,Select_Real_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_PROD,QUERY,TQSQ,Update_Real_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_PROD,QUERY,TQSQ,Insert_Real_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_PROD,QUERY,TQSQ,Select_Plano_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_PROD,QUERY,TQSQ,Update_Plano_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_PROD,QUERY,TQSQ,Insert_Plano_Safra
TRX,IntSAP_Prev_Real_RFC_KPIs,QUERY,TQSQ,INDICADORES
TRX,IntSAP_Prev_Real_RFC_KPIs,QUERY,TQSQ,Prev_DIA
TRX,IntSAP_Prev_Real_RFC_KPIs,QUERY,TQSQ,Real_DIA
TRX,IntSAP_Prev_Real_RFC_KPIs,CALL,TRX,ComboTransaction
TRX,IntSAP_Prev_Real_RFC_KPIs,QUERY,TQSQ,Prev_SEM
TRX,IntSAP_Prev_Real_RFC_KPIs,QUERY,TQSQ,Real_SEM
TRX,IntSAP_Prev_Real_RFC_KPIs,RFC,RFC,Z_MII_ENVIA_DADOS_REAL_SAP
TRX,IntSAP_Prev_Real_RFC_KPIs,QUERY,TQSQ,Prev_MES
TRX,IntSAP_Prev_Real_RFC_KPIs,QUERY,TQSQ,Real_MES
TRX,Grid_Insumos_Previsto,QUERY,TQSQ,SQL
TRX,Grid_Insumos_Previsto,QUERY,TQSQ,MATERIAL
TRX,Grid_Insumos_Previsto,QUERY,TQSQ,UNIDADE
TRX,IntSAP_Prev_Real_RFC_All,CALL,TRX,IntSAP_Prev_Real_RFC_Sched
TRX,Ger_Add_Qtd_Lote,QUERY,TQSQ,SQL_MSHD
TRX,Ger_Add_Qtd_Lote,QUERY,TQSQ,SQL_MSEL
TRX,Ger_Add_Qtd_Lote,QUERY,TQSQ,INS_MSHD
TRX,Ger_Add_Qtd_Lote,QUERY,TQSQ,SQL_MSHD_MSID
TRX,Ger_Add_Qtd_Lote,QUERY,TQSQ,INS_MSEL
TRX,Ger_Add_Qtd_Lote,QUERY,TQSQ,UPD_MSHD
TRX,Ger_Add_Qtd_Lote,QUERY,TQSQ,SELEC_MSHD_1
TRX,InsSAP_UpdateKPIs,CALL,TRX,EngineGranulometry
TRX,InsSAP_UpdateKPIs,CALL,TRX,IntSAP_Prev_Real_RFC_KPIs
TRX,IntSAP_Prev_Meta_RFC,QUERY,TQSQ,METAS
TRX,IntSAP_Prev_Meta_RFC,RFC,RFC,Z_MII_ENVIA_DADOS_REAL_SAP
TRX,IntSAP_Prev_Real_TXT,QUERY,TQSQ,INDICADORES
TRX,IntSAP_Prev_Real_TXT,QUERY,TQSQ,Prev_DIA
TRX,IntSAP_Prev_Real_TXT,QUERY,TQSQ,Real_DIA
TRX,IntSAP_Prev_Real_TXT,CALL,TRX,ComboTransaction
TRX,IntSAP_Prev_Real_TXT,QUERY,TQSQ,Prev_SEM
TRX,IntSAP_Prev_Real_TXT,QUERY,TQSQ,Real_SEM
TRX,IntSAP_Prev_Real_TXT,QUERY,TQSQ,Prev_MES
TRX,IntSAP_Prev_Real_TXT,QUERY,TQSQ,Real_MES
TRX,IntSAP_Prev_Real_TXT,CALL,TRX,IntSAP_Prev_Delete_TXT
TRX,IntSAP_CrtlRecipe_Download,QUERY,TQSQ,IntSAP_CrtlRecipe_SEL_CRHE
TRX,IntSAP_CrtlRecipe_Download,QUERY,TQSQ,IntSAP_CrtlRecipe_Insert_CRFT
TRX,IntSAP_CrtlRecipe_Download,QUERY,TQSQ,IntSAP_CrtlRecipe_Insert_CRFV
TRX,IntSAP_CrtlRecipe_Download,QUERY,TQSQ,IntSAP_CrtlRecipe_Update_CRHE
TRX,IntSAP_CrtlRecipe_Download,QUERY,TQSQ,IntSAP_CrtlRecipe_Insert_CRHE
TRX,IntSAP_CrtlRecipe_Download,CALL,TRX,IntSAP_Characters_Decode
TRX,IntSAP_CrtlRecipe_Download,QUERY,TQSQ,VERIF_TIPO_EXIST
TRX,IntSAP_UpdateSequence,CALL,TRX,IntSAP_Insumos_Manual
TRX,IntSAP_UpdateSequence,CALL,TRX,EngineGranulometry
TRX,IntSAP_UpdateSequence,QUERY,TQSQ,GetSchedStartOrderFixedQuery
TRX,Get_Calendar,RFC,RFC,Z_SAP_ENVIA_CALENDARIO_XMII
TRX,Get_Calendar,QUERY,TQSQ,Get_Calendar_UBV_SelectQuery
TRX,Get_Calendar,QUERY,TQSQ,Get_Calendar_UBV_UpdateQuery
TRX,Get_Calendar,QUERY,TQSQ,Get_Calendar_UBV_InsertQuery
TRX,Get_Calendar,QUERY,TQSQ,Get_Calendar_NUBV_SelectQuery
TRX,Get_Calendar,QUERY,TQSQ,Get_Calendar_NUBV_InsertQuery
TRX,Get_Calendar,QUERY,TQSQ,Get_Calendar_NUBV_UpdateQuery
TRX,XX_IntSAP_Prev_Real_SAP_Debug,RFC,RFC,Z_SAP_ENVIA_DADOS_REAL_XMII
TRX,XX_IntSAP_Prev_Real_SAP_Debug,QUERY,TQSQ,Get_Centros
TRX,XX_IntSAP_Prev_Real_SAP_Debug,QUERY,TQSQ,Get_Tipo_Indicador
TRX,XX_IntSAP_Prev_Real_SAP_Debug,QUERY,TQSQ,Select_Real_Safra
TRX,XX_IntSAP_Prev_Real_SAP_Debug,QUERY,TQSQ,Update_Real_Safra
TRX,XX_IntSAP_Prev_Real_SAP_Debug,QUERY,TQSQ,Insert_Real_Safra
TRX,XX_IntSAP_Prev_Real_SAP_Debug,QUERY,TQSQ,Select_Plano_Safra
TRX,XX_IntSAP_Prev_Real_SAP_Debug,QUERY,TQSQ,Update_Plano_Safra
TRX,XX_IntSAP_Prev_Real_SAP_Debug,QUERY,TQSQ,Insert_Plano_Safra
TRX,XX_IntSAP_Prev_Real_SAP_Debug,QUERY,TQSQ,Select_Meta_Safra
TRX,XX_IntSAP_Prev_Real_SAP_Debug,QUERY,TQSQ,Update_Meta_Safra
TRX,XX_IntSAP_Prev_Real_SAP_Debug,QUERY,TQSQ,Insert_Meta_Safra
TRX,IntSAP_Prev_Acum_TXT,QUERY,TQSQ,INDICADORES
TRX,IntSAP_Prev_Acum_TXT,QUERY,TQSQ,Prev_ACM
TRX,IntSAP_Prev_Acum_TXT,QUERY,TQSQ,Real_ACM
TRX,IntSAP_Prev_Acum_TXT,CALL,TRX,IntSAP_Prev_Delete_TXT
TRX,IntSAP_Exceptions,QUERY,TQSQ,SQL
TRX,IntSAP_Exceptions,QUERY,TQSQ,UPDATE
TRX,IntSAP_Prev_Real_RFC_Sched,QUERY,TQSQ,INDICADORES
TRX,IntSAP_Prev_Real_RFC_Sched,QUERY,TQSQ,Prev_DIA
TRX,IntSAP_Prev_Real_RFC_Sched,QUERY,TQSQ,Real_DIA
TRX,IntSAP_Prev_Real_RFC_Sched,CALL,TRX,ComboTransaction
TRX,IntSAP_Prev_Real_RFC_Sched,QUERY,TQSQ,Prev_SEM
TRX,IntSAP_Prev_Real_RFC_Sched,QUERY,TQSQ,Real_SEM
TRX,IntSAP_Prev_Real_RFC_Sched,RFC,RFC,Z_MII_ENVIA_DADOS_REAL_SAP
TRX,IntSAP_Prev_Real_RFC_Sched,QUERY,TQSQ,Prev_MES
TRX,IntSAP_Prev_Real_RFC_Sched,QUERY,TQSQ,Real_MES
TRX,IntSAP_SistAgricola_IDOC_Receiver,QUERY,TQSQ,IntSAP_SistAgricola_Insert_ZCAN01
TRX,IntSAP_SistAgricola_IDOC_Receiver,QUERY,TQSQ,IntSAP_SistAgricola_Insert_ZCAN02
TRX,IntSAP_SistAgricola_IDOC_Receiver,QUERY,TQSQ,IntSAP_SistAgricola_Insert_ZCAN03
TRX,IntSAP_SistAgricola_IDOC_Receiver,QUERY,TQSQ,IntSAP_SistAgricola_Insert_ZCAN04
TRX,IntSAP_SistAgricola_IDOC_Receiver,QUERY,TQSQ,IntSAP_SistAgricola_Query_ZCAN01_ZCAN03
TRX,IntSAP_SistAgricola_IDOC_Receiver,QUERY,TQSQ,IntSAP_SistAgricola_Update_ZCAN01
TRX,IntSAP_SistAgricola_IDOC_Receiver,QUERY,TQSQ,IntSAP_SistAgricola_Update_ZCAN03
TRX,IntSAP_SistAgricola_IDOC_Receiver,QUERY,TQSQ,IntSAP_SistAgricola_Query_ZCAN02
TRX,IntSAP_SistAgricola_IDOC_Receiver,QUERY,TQSQ,IntSAP_SistAgricola_Update_ZCAN02
TRX,IntSAP_SistAgricola_IDOC_Receiver,QUERY,TQSQ,IntSAP_SistAgricola_Query_ZCAN04
TRX,IntSAP_SistAgricola_IDOC_Receiver,QUERY,TQSQ,IntSAP_SistAgricola_Update_ZCAN04
TRX,IntSAP_SistAgricola_IDOC_Receiver,CALL,TRX,XML_LOG_ERRO
TRX,IntSAP_SistAgricola_IDOC_Receiver,QUERY,TQSQ,IntSAP_SistAgricola_Query_ZCAN05
TRX,IntSAP_SistAgricola_IDOC_Receiver,QUERY,TQSQ,IntSAP_SistAgricola_Insert_ZCAN05
TRX,IntSAP_SistAgricola_IDOC_Receiver,QUERY,TQSQ,IntSAP_SistAgricola_Update_ZCAN05
TRX,IntSAP_Prev_Real_SAP_Retroativo_TESTE,RFC,RFC,Z_SAP_ENVIA_DADOS_REAL_XMII
TRX,IntSAP_Prev_Real_SAP_Retroativo_TESTE,QUERY,TQSQ,Get_Centros
TRX,IntSAP_Prev_Real_SAP_Retroativo_TESTE,QUERY,TQSQ,Get_Tipo_Indicador
TRX,IntSAP_Prev_Real_SAP_Retroativo_TESTE,QUERY,TQSQ,Select_Real_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_TESTE,QUERY,TQSQ,Update_Real_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_TESTE,QUERY,TQSQ,Insert_Real_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_TESTE,QUERY,TQSQ,Select_Plano_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_TESTE,QUERY,TQSQ,Update_Plano_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_TESTE,QUERY,TQSQ,Insert_Plano_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_TESTE,QUERY,TQSQ,Select_Meta_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_TESTE,QUERY,TQSQ,Update_Meta_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_TESTE,QUERY,TQSQ,Insert_Meta_Safra
TRX,IntSAP_Paradas_Moenda,RFC,RFC,BAPI_ALM_NOTIF_LIST_EQUI
TRX,IntSAP_Paradas_Moenda,RFC,RFC,ALM_PM_MAINTNOT_GET_DETAIL
TRX,IntSAP_Paradas_Moenda,QUERY,TQSQ,IntSAP_ParadaMoenda_Insert
TRX,IntSAP_Paradas_Moenda,QUERY,TQSQ,SQL
TRX,IntSAP_Paradas_Moenda,QUERY,TQSQ,IntSAP_ParadaMoenda_Update
TRX,IntSAP_Prev_Real_SAP_Retroativo_SAFRA,RFC,RFC,Z_SAP_ENVIA_DADOS_REAL_XMII
TRX,IntSAP_Prev_Real_SAP_Retroativo_SAFRA,QUERY,TQSQ,Get_Centros
TRX,IntSAP_Prev_Real_SAP_Retroativo_SAFRA,QUERY,TQSQ,Get_Tipo_Indicador
TRX,IntSAP_Prev_Real_SAP_Retroativo_SAFRA,QUERY,TQSQ,Select_Real_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_SAFRA,QUERY,TQSQ,Update_Real_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_SAFRA,QUERY,TQSQ,Insert_Real_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_SAFRA,QUERY,TQSQ,Select_Plano_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_SAFRA,QUERY,TQSQ,Update_Plano_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_SAFRA,QUERY,TQSQ,Insert_Plano_Safra
TRX,Import_Insumos_Previsto_SafraAnt,QUERY,TQSQ,DADOS_SAFRA_ANT
TRX,Import_Insumos_Previsto_SafraAnt,QUERY,TQSQ,INSERT_DATA
TRX,Import_Insumos_Previsto_SafraAnt,QUERY,TQSQ,GET_DATE_START_SAFRA
TRX,IntSAP_Insumos_Real,QUERY,TQSQ,SQL
TRX,IntSAP_Insumos_Real,RFC,RFC,BAPI_GOODSMVT_GETITEMS
TRX,IntSAP_Insumos_Real,QUERY,TQSQ,VERIF
TRX,IntSAP_Insumos_Real,QUERY,TQSQ,INSERT
TRX,IntSAP_Metricas,QUERY,TQSQ,SQL_HR_PARADAS
TRX,IntSAP_Metricas,QUERY,TQSQ,SQL_PROD_ALC
TRX,IntSAP_Metricas,QUERY,TQSQ,SQL_PROD_ALC_2
TRX,IntSAP_Metricas,QUERY,TQSQ,SQL_PROD_ALC_3
TRX,IntSAP_Metricas,CALL,TRX,Get_Value_PI_Metric
TRX,IntSAP_Metricas,QUERY,TQSQ,ATUALIZA_LOTE_ALCOOL_CALDO
TRX,IntSAP_Prev_Real_SAP_Retroativo,RFC,RFC,Z_SAP_ENVIA_DADOS_REAL_XMII
TRX,IntSAP_Prev_Real_SAP_Retroativo,QUERY,TQSQ,Get_Centros
TRX,IntSAP_Prev_Real_SAP_Retroativo,QUERY,TQSQ,Get_Tipo_Indicador
TRX,IntSAP_Prev_Real_SAP_Retroativo,QUERY,TQSQ,Select_Real_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo,QUERY,TQSQ,Update_Real_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo,QUERY,TQSQ,Insert_Real_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo,QUERY,TQSQ,Select_Plano_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo,QUERY,TQSQ,Update_Plano_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo,QUERY,TQSQ,Insert_Plano_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo,QUERY,TQSQ,Select_Meta_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo,QUERY,TQSQ,Update_Meta_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo,QUERY,TQSQ,Insert_Meta_Safra
TRX,IntSAP_CrtlRecipe_Process,QUERY,TQSQ,SELEC_CRHE
TRX,IntSAP_CrtlRecipe_Process,QUERY,TQSQ,SELEC_CRFT
TRX,IntSAP_CrtlRecipe_Process,QUERY,TQSQ,SELEC_CRFV
TRX,IntSAP_CrtlRecipe_Process,QUERY,TQSQ,UPDAT_CODIG_RECEI
TRX,IntSAP_CrtlRecipe_Process,CALL,TRX,IntSAP_Exceptions
TRX,IntSAP_CrtlRecipe_Process,CALL,TRX,IntSAP_Characteristics
TRX,IntSAP_CrtlRecipe_Process,QUERY,TQSQ,Verify_MSID
TRX,IntSAP_CrtlRecipe_Process,QUERY,TQSQ,SELECT_MSHD
TRX,IntSAP_CrtlRecipe_Process,QUERY,TQSQ,IntSAP_SAP_MSHD_Insert
TRX,IntSAP_CrtlRecipe_Process,QUERY,TQSQ,IntSAP_SAP_MSEL_Insert
TRX,IntSAP_CrtlRecipe_Process,CALL,TRX,IntSAP_InsertField_Metricas
TRX,IntSAP_Prev_Real_SAP_Retroativo_PREVREAL,RFC,RFC,Z_SAP_ENVIA_DADOS_REAL_XMII
TRX,IntSAP_Prev_Real_SAP_Retroativo_PREVREAL,QUERY,TQSQ,Get_Centros
TRX,IntSAP_Prev_Real_SAP_Retroativo_PREVREAL,QUERY,TQSQ,Get_Tipo_Indicador
TRX,IntSAP_Prev_Real_SAP_Retroativo_PREVREAL,QUERY,TQSQ,Select_Real_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_PREVREAL,QUERY,TQSQ,Update_Real_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_PREVREAL,QUERY,TQSQ,Insert_Real_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_PREVREAL,QUERY,TQSQ,Update_Plano_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_PREVREAL,QUERY,TQSQ,Insert_Plano_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_PREVREAL,QUERY,TQSQ,Select_Meta_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_PREVREAL,QUERY,TQSQ,Update_Meta_Safra
TRX,IntSAP_Prev_Real_SAP_Retroativo_PREVREAL,QUERY,TQSQ,Insert_Meta_Safra
TRX,Ger_Movimentos_Details,RFC,RFC,Z_SAP_PROCES_MESSAGES_XMII
TRX,IntSAP_CrtlRecipe_Send_Sync,RFC,RFC,Z_SAP_PROCES_MESSAGES_XMII
TRX,IntSAP_CrtlRecipe_Send_Sync,QUERY,TQSQ,UPDATE
TRX,IntSAP_CrtlRecipe_Send_Sync,QUERY,TQSQ,SQL_NR_ORDEM
TRX,IntSAP_CrtlRecipe_Send_Sync,QUERY,TQSQ,MSHD
TRX,IntSAP_CrtlRecipe_Send_Sync,QUERY,TQSQ,UPDATE_2
TRX,IntSAP_CrtlRecipe_Send_Sync,QUERY,TQSQ,SAP_MSID
TRX,IntSAP_CrtlRecipe_Send_Sync,QUERY,TQSQ,UPDATE_3
TRX,IntSAP_Prev_Real_SAP,RFC,RFC,Z_SAP_ENVIA_DADOS_REAL_XMII
TRX,IntSAP_Characters_Decode,QUERY,TQSQ,SQL_CRHE
TRX,IntSAP_Characters_Decode,QUERY,TQSQ,SQL_CRFV
TRX,IntSAP_Characters_Decode,QUERY,TQSQ,SQL_CHAR_DEC
TRX,IntSAP_Characters_Decode,QUERY,TQSQ,UPD_CRHE
TRX,IntSAP_Characters_Decode,CALL,TRX,IntSAP_CrtlRecipe_Process
TRX,IntSAP_Characters_Decode,QUERY,TQSQ,UPD_CRFV
TRX,IntSAP_Paradas_Moenda,QUERY,TQSQ,Command
TRX,IntSAP_CrtlRecipe_Send,QUERY,TQSQ,INSTRUCTIONS
TRX,IntSAP_CrtlRecipe_Send,QUERY,TQSQ,CHARACTERISTICS
TRX,IntSAP_CrtlRecipe_Send,QUERY,TQSQ,UPDAT_MSEL
TRX,IntSAP_CrtlRecipe_Send,QUERY,TQSQ,UPDAT_MSHD
TRX,IntSAP_CrtlRecipe_Send,RFC,RFC,PROCESS_MESS_UPLOAD
TRX,IntSAP_CrtlRecipe_Send,CALL,TRX,IntSAP_CrtlRecipe_Send_Sync
TRX,IntSAP_Previ_Real,QUERY,TQSQ,SQL
TRX,IntSAP_Previ_Real,QUERY,TQSQ,MTC
TRX,IntSAP_Previ_Real,CALL,TRX,ComboTransaction
TRX,IntSAP_Previ_Real,QUERY,TQSQ,MTC2
TRX,IntSAP_Prev_Real_RFC,QUERY,TQSQ,INDICADORES
TRX,IntSAP_Prev_Real_RFC,QUERY,TQSQ,Prev_DIA
TRX,IntSAP_Prev_Real_RFC,QUERY,TQSQ,Real_DIA
TRX,IntSAP_Prev_Real_RFC,CALL,TRX,ComboTransaction
TRX,IntSAP_Prev_Real_RFC,QUERY,TQSQ,Prev_SEM
TRX,IntSAP_Prev_Real_RFC,QUERY,TQSQ,Real_SEM
TRX,IntSAP_Prev_Real_RFC,RFC,RFC,Z_MII_ENVIA_DADOS_REAL_SAP
TRX,IntSAP_Prev_Real_RFC,QUERY,TQSQ,Prev_MES
TRX,IntSAP_Prev_Real_RFC,QUERY,TQSQ,Real_MES
TRX,IntSAP_Prev_Real_SAP_TAB,QUERY,TQSQ,Get_Centros
TRX,IntSAP_Prev_Real_SAP_TAB,QUERY,TQSQ,Get_Tipo_Indicador
TRX,IntSAP_Prev_Real_SAP_TAB,QUERY,TQSQ,Select_Real_Safra
TRX,IntSAP_Prev_Real_SAP_TAB,QUERY,TQSQ,Select_Plano_Safra
TRX,IntSAP_Prev_Real_SAP_TAB,QUERY,TQSQ,Select_Meta_Safra
TRX,IntSAP_Prev_Acum_RFC,QUERY,TQSQ,INDICADORES
TRX,IntSAP_Prev_Acum_RFC,QUERY,TQSQ,Prev_ACM
TRX,IntSAP_Prev_Acum_RFC,QUERY,TQSQ,Real_ACM
TRX,IntSAP_Prev_Acum_RFC,RFC,RFC,Z_MII_ENVIA_DADOS_REAL_SAP
TRX,IntSAP_Insumos_Manual,QUERY,TQSQ,SQL
TRX,IntSAP_Insumos_Manual,RFC,RFC,BAPI_GOODSMVT_GETITEMS
TRX,IntSAP_Insumos_Manual,QUERY,TQSQ,VERIF
TRX,IntSAP_Insumos_Manual,QUERY,TQSQ,INSERT
TRX,Z_TESTE_TAB,RFC,RFC,Z_SAP_ENVIA_DADOS_REAL_XMII
TRX,Z_TESTE_TAB,QUERY,TQSQ,Get_Centros
TRX,Z_TESTE_TAB,QUERY,TQSQ,Get_Tipo_Indicador
TRX,Z_TESTE_TAB,QUERY,TQSQ,Select_Real_Safra
TRX,Z_TESTE_TAB,QUERY,TQSQ,Update_Real_Safra
TRX,Z_TESTE_TAB,QUERY,TQSQ,Insert_Real_Safra
TRX,Z_TESTE_TAB,QUERY,TQSQ,Select_Plano_Safra
TRX,Z_TESTE_TAB,QUERY,TQSQ,Update_Plano_Safra
TRX,Z_TESTE_TAB,QUERY,TQSQ,Insert_Plano_Safra
TRX,MonitorIntReadInterfaceList,QUERY,TQSQ,MonitorIntReadInterfaceList
TRX,IntSAP_Qtd_Lote,RFC,RFC,Z_SAP_MAT_CENT_DEP_ESTOQUE
TRX,IntSAP_Qtd_Lote,QUERY,TQSQ,Get_Mat_Storage
TQSQ,IndicadoresGraficoDiarioSelectQuery,SELECT,TABLE,AP_METRICHISTORY
TQSQ,IndicadoresSelectQuery,SELECT,TABLE,AP_METRICDEFINITIONS
TQSQ,IndicadoresGraficoAcumuladoSelectQuery,SELECT,TABLE,UBVISTA.UBV_SAFRA_DATAS
TQSQ,IndicadoresGraficoAcumuladoSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,IndicadoresGraficoSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,IndicadoresGridAcumuladoSelectQuery,SELECT,TABLE,UBVISTA.UBV_SAFRA_DATAS
TQSQ,IndicadoresGridAcumuladoSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,IndicadoresGridAcumuladoSelectQuery,SELECT,TABLE,UBVISTA.UBV_INDICADORES
TQSQ,IndicadoresGridAcumuladoSelectQuery,SELECT,TABLE,METRICA.AP_DASH_METRICA
TQSQ,SafrasSelectQuery,SELECT,TABLE,UBV_SAFRA_DATAS
TQSQ,DashboardSelectQuery,SELECT,TABLE,AP_DASHBOARDS
TQXC,IndicadoresGraficoXacuteQuery,CALL,TRX,IndicadoresGraficoTransaction
TRX,IndicadoresGridTransaction,QUERY,TQSQ,IndicadoresGraficoSelectQuery
TRX,IndicadoresGridTransaction,CALL,TRX,ComboTransaction
TRX,IndicadoresGridTransaction,QUERY,TQSQ,IndicadoresSelectQuery
TRX,IndicadoresGridTransaction,QUERY,TQSQ,IndicadoresGridAcumuladoSelectQuery
TRX,IndicadoresGraficoTransaction,QUERY,TQSQ,IndicadoresGraficoDiarioSelectQuery
TRX,IndicadoresGraficoTransaction,CALL,TRX,ComboTransaction
TRX,IndicadoresGraficoTransaction,QUERY,TQSQ,IndicadoresGraficoSelectQuery
TRX,IndicadoresGraficoTransaction,QUERY,TQSQ,IndicadoresGraficoAcumuladoSelectQuery
TQXC,XCT_INDICADORES_AGRICOLAS,CALL,TRX,XML_INDICADORES_AGRICOLAS
TQSQ,GET_FRENTE,SELECT,TABLE,SAP_ZCAN05
TQXC,XCT_CHART_AGRICOLA,CALL,TRX,XML_CHART_AGRICOLA
TQSQ,GET_ULTIMA_DATA,SELECT,TABLE,UBVISTA.SAP_ZCAN05
TRX,XML_INDICADORES_AGRICOLAS,QUERY,TQSQ,SQL
TRX,XML_CHART_AGRICOLA,QUERY,TQSQ,SQL
TQSQ,CTFazendaBrowserSelectQuery,SELECT,TABLE,PIMSCS.APT_CARGAS[PARAM.3]
TQSQ,CTFazendaBrowserSelectQuery,SELECT,TABLE,PIMSCS.APT_CARGAS_REC[PARAM.3]
TQSQ,ECFResumoTotalDiario,PROC,PROC,PKG_ENTCANA.ECResumoTotalDiario
TQSQ,CTDadosLiberacao,SELECT,TABLE,PIMSCS.APT_CARGAS[PARAM.3]
TQSQ,CTDadosLiberacao,SELECT,TABLE,PIMSCS.APT_CARGAS_REC[PARAM.3]
TQSQ,CTTMResumoVeiculo,SELECT,TABLE,PIMSCS.APT_CARGAS[PARAM.5]
TQSQ,CTTMResumoVeiculo,SELECT,TABLE,PIMSCS.APT_CARGAS_REC[PARAM.5]
TQSQ,CTTMFazendaVeiculo,SELECT,TABLE,PIMSCS.APT_CARGAS[PARAM.4]
TQSQ,CTTMFazendaVeiculo,SELECT,TABLE,PIMSCS.APT_CARGAS_REC[PARAM.4]
TQSQ,HistoricoSelectQuery,SELECT,TABLE,UBVISTA.[PARAM.1]
TQSQ,CTCaminhaoBrowserSelectQuery,SELECT,TABLE,PIMSCS.APT_CARGAS[PARAM.3]
TQSQ,CTCaminhaoBrowserSelectQuery,SELECT,TABLE,PIMSCS.APT_CARGAS_REC[PARAM.3]
TQSQ,HistoricoSelectQuery_P,SELECT,TABLE,UBVISTA.[PARAM.1]
TQSQ,ECResumoFrente,SELECT,TABLE,SAP_ZCAN05
TQSQ,CTTempoMedioFazenda,SELECT,TABLE,PIMSCS.APT_CARGAS[PARAM.4]
TQSQ,CTTempoMedioFazenda,SELECT,TABLE,PIMSCS.APT_CARGAS_REC[PARAM.4]
TQSQ,ECResumoTurnoDia,SELECT,TABLE,SAP_ZCAN05
TQSQ,ECFResumoHorario,PROC,PROC,PKG_ENTCANA.ECResumoTotalHorario
TQXC,HistoricoXacuteQuery,CALL,TRX,HistoricoTransaction
TRX,HistoricoTransaction,QUERY,TQSQ,HistoricoSelectQuery
TQSQ,PlanoRelatorioMetricasHistoricoSemanaSelectQuery,SELECT,TABLE,UBVISTA.UBV_PLANO_SAFRA
TQSQ,PlanoRelatorioMetricasHistoricoSemanaSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,PlanoRelatorioMetricasHistoricoSemanaSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQSQ,PlanoRelatorioMetricasHistoricoSemanaSelectQuery,SELECT,TABLE,METRICA.AP_INDIC_FORMULA
TQSQ,PlanoRelatorioMetricasHistoricoMesSelectQuery,SELECT,TABLE,UBVISTA.UBV_PLANO_SAFRA
TQSQ,PlanoRelatorioMetricasHistoricoMesSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,PlanoRelatorioMetricasHistoricoMesSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQSQ,PlanoRelatorioMetricasHistoricoMesSelectQuery,SELECT,TABLE,METRICA.AP_INDIC_FORMULA
TQSQ,PlanoRelatorioMetricasHistoricoDiaSelectQuery,SELECT,TABLE,UBVISTA.UBV_PLANO_SAFRA
TQSQ,PlanoRelatorioMetricasHistoricoDiaSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,PlanoRelatorioMetricasHistoricoDiaSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
