Type,FullName,Label
TABLE,UBV_VIGENCIA_ENSAIO,UBV_VIGENCIA_ENSAIO
TABLE,UBV_TAG_ENSAIO,UBV_TAG_ENSAIO
TABLE,UBV_TAG_ENSAIOID_AMOST,UBV_TAG_ENSAIOID_AMOST
TABLE,UBV_PAINEL_MATERIAL_SUBGRUPO,UBV_PAINEL_MATERIAL_SUBGRUPO
TABLE,UBV_PAINEL_GRUPO,UBV_PAINEL_GRUPO
TABLE,UBV_PAINEL_ENSAIO,UBV_PAINEL_ENSAIO
TABLE,PIMSCS.APT_CARGAS,PIMSCS.APT_CARGAS
TABLE,UBV_PAINEL_SUBGRUPO,UBV_PAINEL_SUBGRUPO
TABLE,UBV_PAINEL_SUBGRUPO_CARAC,UBV_PAINEL_SUBGRUPO_CARAC
TABLE,UBV_GRUPO_ANALISE_CARAC,UBV_GRUPO_ANALISE_CARAC
TABLE,UBV_ENSAIO--,UBV_ENSAIO--
TABLE,"""UBVISTA"".""UBV_FORMULA""","""UBVISTA"".""UBV_FORMULA"""
TABLE,UBVISTA.UBV_UNIDADE_MEDIDA,UBVISTA.UBV_UNIDADE_MEDIDA
TABLE,UBV_PLANO_SAFRA,UBV_PLANO_SAFRA
TABLE,UBV_VALORES_INSUMOS,UBV_VALORES_INSUMOS
TABLE,UBV_GRUPO_INSUMO,UBV_GRUPO_INSUMO
TABLE,MES_UNIDADEMEDIDA,MES_UNIDADEMEDIDA
TABLE,METRICA.AP_GRANULOMETRY,METRICA.AP_GRANULOMETRY
TABLE,PIMSIR.APT_CARGAS,PIMSIR.APT_CARGAS
TABLE,USM_PAINEL_MATERIAL,USM_PAINEL_MATERIAL
TABLE,USM_PAINEL_LCL_COLETA,USM_PAINEL_LCL_COLETA
TABLE,USM_PAINEL_TP_ANALISE,USM_PAINEL_TP_ANALISE
TABLE,USM_PAINEL_ENSAIO,USM_PAINEL_ENSAIO
TABLE,UBV_PROD_TOTAL_CONFIG,UBV_PROD_TOTAL_CONFIG
TABLE,UBV_DE_VALORES,UBV_DE_VALORES
TABLE,UBV_DE_VARIAVEIS,UBV_DE_VARIAVEIS
TABLE,MII_HISTORICO_EQUIPAMENTO,MII_HISTORICO_EQUIPAMENTO
TABLE,MII_EQUIPAMENTO,MII_EQUIPAMENTO
TABLE,MII_CATEGORIA,MII_CATEGORIA
TABLE,PICOMP,PICOMP
TABLE,PIPOINT,PIPOINT
TABLE,PIPLOT,PIPLOT
TABLE,UBV_MAQUINA,UBV_MAQUINA
TABLE,UBV_PARADA,UBV_PARADA
TABLE,UBV_MOTIVO,UBV_MOTIVO
